frame_idx,block_id,local_frame,label,sam2_label,gt_bird_id,annotation_frame,distance_from_prompt,is_calibration_frame,iou,is_error,status,pred_area,gt_area,continuity_score,ref_iou_score,ac_score,area_ratio,centroid_jump,reason,gt_has_other_ids,gt_tiny_target
8,0,8,spotted,4,14,0,8,0,0.6825003642721842,0,evaluated,5813,5734,0.9982166977073894,0.7907553901039243,0.8944860439056568,0.9974262182566919,0.2674953438915893,ok,1,0
9,0,9,darkest,1,75,0,9,0,0.4993444772205834,1,evaluated,5481,3668,0.9796569968983762,0.9116031582560934,0.9456300775772348,0.9609046283309958,1.1245390777144948,ok,1,0
9,0,9,brownish,2,113,0,9,0,0.4848704914064391,1,evaluated,3194,2940,0.9874238874555502,0.08321964529331514,0.5353217663744326,1.0047184649260774,1.8864168816674765,ok,1,0
9,0,9,orange,3,38,0,9,0,0.7866996699669967,0,evaluated,29277,24860,0.9973843008124635,0.9379468678255166,0.9676655843189901,0.9980908873964477,0.39235487813046455,ok,1,0
9,0,9,spotted,4,14,0,9,0,0.6830537883169462,0,evaluated,6010,5630,0.9830552210562532,0.752275779734368,0.8676655003953107,1.0338895578874936,1.8661008542658835,ok,1,0
10,0,10,darkest,1,75,0,10,0,0.5110367892976588,0,evaluated,5372,3664,0.9898548026805659,0.8780653950953679,0.9339600988879668,0.9801131180441526,1.1014352402492682,ok,1,0
10,0,10,brownish,2,113,0,10,0,0.49524737996587864,1,evaluated,3179,2956,0.9902185192351057,0.06129626528219729,0.5257573922586515,0.9953036944270507,1.4672221147341475,ok,1,0
10,0,10,orange,3,38,0,10,0,0.7874013147028706,0,evaluated,29190,24920,0.9976538737706341,0.9358553710873417,0.9667546224289879,0.9970283840557435,0.35191893440489047,ok,1,0
10,0,10,spotted,4,14,0,10,0,0.6159833217512162,0,evaluated,6107,5520,0.9919301164725458,0.7273125182375255,0.8596213173550357,1.0161397670549084,1.1789873199867682,ok,1,0
11,0,11,darkest,1,75,0,11,0,0.5136094674556213,0,evaluated,5301,3652,0.9750183688614125,0.8609035326086957,0.9179609507350541,0.986783320923306,3.7472446707881315,ok,1,0
11,0,11,brownish,2,113,0,11,0,0.5206248474493532,0,evaluated,3186,3044,0.9901736090866388,0.04479578392621871,0.5174846965064287,1.0022019502988362,1.4739586370041857,ok,1,0
11,0,11,orange,3,38,0,11,0,0.784568145800317,0,evaluated,29123,24928,0.9988497064176081,0.9364526516396136,0.9676511790286109,0.9977046933881466,0.1617816372988301,ok,1,0
11,0,11,spotted,4,14,0,11,0,0.5365614035087719,0,evaluated,5630,5318,0.9576376554174068,0.7402358707305866,0.8489367630739967,0.9218929097756673,5.3523659190995225,ok,1,0
12,0,12,darkest,1,75,0,12,0,0.5430911680911681,0,evaluated,4998,3668,0.96968787515006,0.82775776290959,0.8987228190298251,0.9428409734012451,3.9183027506640893,ok,1,0
12,0,12,brownish,2,113,0,12,0,0.5596172718351324,0,evaluated,3337,3020,0.9763025737602009,0.025418377012946004,0.5008604753865734,1.0473948524795982,2.428906091158741,ok,1,0
12,0,12,orange,3,38,0,12,0,0.7805649866499654,0,evaluated,29033,24984,0.9982643447298924,0.9355305572001842,0.9668974509650383,0.9969096590323799,0.26034829051612984,ok,1,0
12,0,12,spotted,4,14,0,12,0,0.4701281186783547,1,evaluated,5769,5132,0.9876554174067496,0.7299939831528279,0.8588247002797887,1.0246891651865009,0.4802937672984804,ok,1,0
13,0,13,darkest,1,75,0,13,0,0.5427099982241165,0,evaluated,5031,3656,0.996321850546661,0.8274623803009576,0.9118921154238093,1.0066026410564226,0.5517224180008473,ok,1,0
13,0,13,brownish,2,113,0,13,0,0.5134099616858238,0,evaluated,3321,2604,0.9899255965099225,0.02418589946253557,0.507055747986229,0.9952052741983818,1.511160523511625,ok,1,0
13,0,13,orange,3,38,0,13,0,0.775746415888465,0,evaluated,28988,25016,0.9975488180857297,0.9324613008183521,0.965005059452041,0.9984500396100988,0.36767728714055187,ok,1,0
13,0,13,spotted,4,14,0,13,0,0.41273352999016716,1,evaluated,6494,5000,0.937164153232796,0.6283963771976558,0.7827802652152259,1.125671693534408,7.038900234420533,ok,1,0
14,0,14,darkest,1,75,0,14,0,0.5512637949448203,0,evaluated,5087,3628,0.9929305137294469,0.8098045822102425,0.9013675479698446,1.011130987875174,1.0604229405829768,ok,1,0
14,0,14,brownish,2,113,0,14,0,0.429525399475316,1,evaluated,3390,2604,0.9896115627822945,0.017086051568810188,0.5033488071755523,1.020776874435411,0.9862022087493557,ok,1,0
14,0,14,orange,3,38,0,14,0,0.7853491210132261,0,evaluated,28986,25144,0.989807302078573,0.8936841766240459,0.9417457393513095,0.9999310059334897,1.5289046882140438,ok,1,0
14,0,14,spotted,4,14,0,14,0,0.3684560044272274,1,evaluated,7430,4934,0.9279334770557438,0.5333178005591799,0.7306256388074619,1.1441330458885124,9.016031115383269,ok,1,0
15,0,15,darkest,1,75,0,15,0,0.5518991773148959,0,evaluated,5238,3628,0.9816105575249886,0.8018524644392987,0.8917315109821436,1.0296835069785728,2.758416371251712,ok,1,0
15,0,15,brownish,2,113,0,15,0,0.3517303777425922,1,evaluated,3384,2592,0.9947946798635451,0.012380068090374497,0.5035873739769597,0.9982300884955753,0.7807980204682419,ok,1,0
15,0,15,orange,3,38,0,15,0,0.7712593658999444,0,evaluated,29151,24984,0.9892448626618001,0.875322031741993,0.9322834472018966,1.0056924032291452,1.6132706007299806,ok,1,0
15,0,15,spotted,4,14,0,15,0,0.3734747405633482,1,evaluated,7134,4910,0.9761879619078301,0.5303913405495421,0.7532896512286861,0.9601615074024226,3.5718057138254813,ok,1,0
16,0,16,darkest,1,75,0,16,0,0.5676678445229681,0,evaluated,5217,3656,0.9956801690808647,0.7903836654042483,0.8930319172425565,0.9959908361970218,0.6479746378703047,ok,1,0
16,0,16,brownish,2,113,0,16,0,0.3037135278514589,1,evaluated,3254,2644,0.9800245851259988,0.005015673981191223,0.492520129553595,0.9615839243498818,1.715941429345806,ok,1,0
16,0,16,orange,3,38,0,16,0,0.7658359971296236,0,evaluated,28889,25248,0.9931348302536841,0.8630780461484749,0.9281064382010795,0.991012315186443,1.0297754619473805,ok,1,0
16,0,16,spotted,4,14,0,16,0,0.3669987404099393,1,evaluated,6962,4976,0.9876472278081011,0.5129916567342074,0.7503194422711543,0.9758901037286235,1.0849971624655599,ok,1,0
17,0,17,darkest,1,75,0,17,0,0.5889355742296919,0,evaluated,5248,3828,0.9908262277233408,0.7738734341955426,0.8823498309594417,1.0059421123250911,1.3760658414988796,ok,1,0
17,0,17,brownish,2,113,0,17,0,0.2749529190207156,1,evaluated,3221,2872,0.9946022768083413,0.002672115686890915,0.49863719624761615,0.989858635525507,0.8096584787487972,ok,1,0
17,0,17,orange,3,38,0,17,0,0.7971203335722197,0,evaluated,29004,26164,0.9949123691390591,0.8593512898330804,0.9271318294860698,1.0039807539201773,0.7631446291411358,ok,1,0
17,0,17,spotted,4,14,0,17,0,0.38503690449563854,1,evaluated,7199,5186,0.982979029014651,0.4921532425571198,0.7375661357858854,1.034041941970698,1.5772959284332726,ok,1,0
18,0,18,darkest,1,75,0,18,0,0.6049026676279741,0,evaluated,5176,3728,0.9917355471351164,0.7502019712392956,0.870968759187206,0.9862804878048781,1.2396679297325437,ok,1,0
18,0,18,brownish,2,113,0,18,0,0.2618996798292423,1,evaluated,3228,2684,0.993799281105226,0.0031416902293433867,0.4984704856672847,1.0021732381248059,0.9301078342161042,ok,1,0
18,0,18,orange,3,38,0,18,0,0.7743404573696366,0,evaluated,29045,25500,0.9952589960186105,0.8451313561978807,0.9201951761082456,1.0014135981243966,0.7111505972084298,ok,1,0
18,0,18,spotted,4,14,0,18,0,0.3567149547979523,1,evaluated,7572,4884,0.9740936241144603,0.5039565905494009,0.7390251073319306,1.0518127517710794,1.0394430455601142,ok,1,0
19,0,19,darkest,1,75,0,19,0,0.6097474836659015,0,evaluated,5332,3784,0.9849304482225657,0.7323033265016554,0.8586168873621105,1.0301391035548686,1.2753820550618375,ok,1,0
19,0,19,brownish,2,113,0,19,0,0.2506869583597548,1,evaluated,3261,2656,0.993492474976608,0.004381161007667032,0.4989368179921375,1.0102230483271375,0.9761287535088096,ok,1,0
19,0,19,orange,3,38,0,19,0,0.7655522503879979,0,evaluated,29009,25596,0.9948607208523464,0.8330268939511982,0.9139438074017723,0.9987605439834739,0.7708918721480389,ok,1,0
19,0,19,spotted,4,14,0,19,0,0.35285019885108265,1,evaluated,7556,4690,0.9967448347625258,0.5208881767196978,0.7588165057411118,0.9978869519281564,0.4882747856211269,ok,1,0
20,0,20,darkest,1,75,0,20,0,0.5809312638580931,0,evaluated,5401,3868,0.993529632408102,0.7217377763936469,0.8576337044008744,1.012940735183796,0.7484448109247662,ok,1,0
20,0,20,brownish,2,113,0,20,0,0.23796624296728486,1,evaluated,3277,2664,0.9975467647960748,0.003430531732418525,0.5004886482642467,1.0049064704078503,0.31694167182082605,ok,1,0
20,0,20,orange,3,38,0,20,0,0.7549274108258821,0,evaluated,29019,25740,0.9966735409751434,0.8244123302114991,0.9105429355933212,1.0003447206039504,0.498968853728488,ok,1,0
20,0,20,spotted,4,14,0,20,0,0.35298724546878496,1,evaluated,7617,4476,0.9698604042175071,0.538080424011983,0.753970414114745,1.0080730545262044,4.520939367373932,ok,1,0
21,0,21,darkest,1,75,0,21,0,0.5510708401976936,0,evaluated,5339,4076,0.9941936692264469,0.7139516757599377,0.8540726724931923,0.988520644325125,0.2871331302380084,ok,1,0
21,0,21,brownish,2,113,0,21,0,0.21054774994909387,1,evaluated,3309,2636,0.991595707916571,0.002946650124069479,0.49727117902032025,1.0097650289899298,1.2606438125143442,ok,1,0
21,0,21,orange,3,38,0,21,0,0.7553279470704243,0,evaluated,29028,26156,0.9976764144660545,0.817757731162532,0.9077170728142933,1.000310141631345,0.34853783009182326,ok,1,0
21,0,21,spotted,4,14,0,21,0,0.38982050070854984,1,evaluated,7315,4454,0.9793574846206425,0.5862613981762917,0.7828094413984672,0.960351844558225,1.660034359587296,ok,1,0
22,0,22,darkest,1,75,0,22,0,0.5484570475396163,0,evaluated,5339,3944,0.9979215256485001,0.703858670385867,0.8508900980171836,1.0,0.31177115272498807,ok,1,0
22,0,22,brownish,2,113,0,22,0,0.18804780876494023,1,evaluated,3320,2644,0.9860548150703242,0.0001543924656476764,0.4931046037679859,1.0033242671501965,2.0917777394513704,ok,1,0
22,0,22,orange,3,38,0,22,0,0.731762205413515,0,evaluated,29126,26280,0.9972922609673259,0.8112169637369392,0.9042546123521326,1.0033760507096596,0.4061608549011079,ok,1,0
22,0,22,spotted,4,14,0,22,0,0.4210785520807683,1,evaluated,7194,4348,0.979756509557385,0.6758719045766887,0.8278142070670369,0.9834586466165414,3.0365235663922423,ok,1,0
23,0,23,darkest,1,75,0,23,0,0.5375816993464052,0,evaluated,5378,4032,0.9963476306424424,0.7017273288093769,0.8490374797259097,1.0073047387151153,0.4925038578913879,ok,1,0
23,0,23,brownish,2,113,0,23,0,0.18933788654904193,1,evaluated,3537,2732,0.9673192771084337,0.003447242206235012,0.48538325965733436,1.0653614457831326,1.6108813713981494,ok,1,0
23,0,23,orange,3,38,0,23,0,0.7119923584149873,0,evaluated,29005,26556,0.99593572033743,0.8052239035020411,0.9005798119197356,0.9958456362013322,0.609641949385493,ok,1,0
23,0,23,spotted,4,14,0,23,0,0.4339694174143814,1,evaluated,7045,4302,0.9781843948340841,0.6387071950750288,0.8084457949545565,0.9792882958020572,3.2723407748873807,ok,1,0
24,0,24,darkest,1,75,0,24,0,0.5394910773298083,0,evaluated,5345,3972,0.9969130028063611,0.698471514590088,0.8476922586982245,0.9938638899219041,0.31867675971987364,ok,1,0
24,0,24,brownish,2,113,0,24,0,0.19532005414813383,1,evaluated,3521,2660,0.9977279182050554,0.004058929645219483,0.5008934239251375,0.9954763924229573,0.18357723658315478,ok,1,0
24,0,24,orange,3,38,0,24,0,0.6712365752684947,0,evaluated,29037,26672,0.9987119682735442,0.7980933757027622,0.8984026719881533,1.0011032580589554,0.19320475896836023,ok,1,0
24,0,24,spotted,4,14,0,24,0,0.4273321766982517,1,evaluated,6501,4194,0.9581602830333795,0.6121507643647865,0.785155523699083,0.9227821149751597,5.812822361120003,ok,1,0
25,0,25,darkest,1,75,0,25,0,0.5364566149785549,0,evaluated,5326,3988,0.9982162974089372,0.6971101838973883,0.8476632406531628,0.99644527595884,0.20260006238369072,ok,1,0
25,0,25,brownish,2,113,0,25,0,0.201,1,evaluated,3369,2636,0.9774413772632828,0.010684422421802415,0.49406289984254265,0.9568304458960523,1.1108945464257227,ok,1,0
25,0,25,orange,3,38,0,25,0,0.6543158643585487,0,evaluated,29038,26772,0.9988796825745762,0.7928103579588728,0.8958450202667245,1.0000344388194373,0.16804761381358088,ok,1,0
25,0,25,spotted,4,14,0,25,0,0.40489387589563336,1,evaluated,6146,4246,0.971119427269769,0.6047014320453932,0.7879104296575811,0.9453930164590063,2.62522529796993,ok,1,0
26,0,26,darkest,1,75,0,26,0,0.5384108143752061,0,evaluated,5332,4000,0.9993979881622839,0.6977750309023486,0.8485865095323162,1.0011265490048817,0.09030177565741977,ok,1,0
26,0,26,brownish,2,113,0,26,0,0.22725458898643255,1,evaluated,3523,2628,0.977144553279905,0.025007671064743785,0.5010761121723244,1.04571089344019,2.9339770784001913,ok,1,0
26,0,26,orange,3,38,0,26,0,0.6839265458781691,0,evaluated,29256,25672,0.9962462979544046,0.7861203507710917,0.891183324362748,1.0075074040911909,0.4734337744323126,ok,1,0
26,0,26,spotted,4,14,0,26,0,0.366120218579235,1,evaluated,5882,4118,0.9775586535192111,0.5907409943843309,0.784149823951771,0.9570452326716563,1.7039446102509321,ok,1,0
27,0,27,darkest,1,75,0,27,0,0.543699017812552,0,evaluated,5289,3984,0.9959349593495935,0.6992702996429125,0.8476026294962531,0.9919354838709677,0.5814411967126473,ok,1,0
27,0,27,brownish,2,113,0,27,0,0.31208837900998515,1,evaluated,3488,2688,0.9796565660213238,0.06986477784932389,0.5247606719353238,0.9900652852682373,3.051515096801431,ok,1,0
27,0,27,orange,3,38,0,27,0,0.785142932074482,0,evaluated,29150,25304,0.9893573207936259,0.7674690488323991,0.8784131848130126,0.9963768115942029,1.5964018809561176,ok,1,0
27,0,27,spotted,4,14,0,27,0,0.3291544411843158,1,evaluated,5864,4102,0.9860556101934419,0.579191066321667,0.7826233382575545,0.9969398163889833,2.0916584709837105,ok,1,0
28,0,28,darkest,1,75,0,28,0,0.5411960132890365,0,evaluated,5306,3972,0.9983928909056532,0.7011173184357542,0.8497551046707037,1.0032142181886936,0.22084094113135308,ok,1,0
28,0,28,brownish,2,113,0,28,0,0.4412174721189591,1,evaluated,3495,2708,0.9772604962618766,0.13435635123614664,0.5558084237490116,1.002006880733945,3.410925560718504,ok,1,0
28,0,28,orange,3,38,0,28,0,0.7934418542336549,0,evaluated,29153,24392,0.9882282686399642,0.7587543995704826,0.8734913341052234,1.0001029159519725,1.7657597040053705,ok,1,0
28,0,28,spotted,4,14,0,28,0,0.2869620253164557,1,evaluated,6127,4040,0.977575034106412,0.5686507936507936,0.7731129138786028,1.044849931787176,2.287397967586066,ok,1,0
29,0,29,darkest,1,75,0,29,0,0.5627084723148766,0,evaluated,5302,4068,0.9983100613954368,0.7023458132670499,0.8503279373312433,0.9992461364493027,0.2534907906844814,ok,1,0
29,0,29,brownish,2,113,0,29,0,0.5416666666666666,0,evaluated,3586,2852,0.9759819709263511,0.1906779661016949,0.583329968514023,1.0260371959942776,3.6027043610473446,ok,1,0
29,0,29,orange,3,38,0,29,0,0.7074845136981928,0,evaluated,29651,23824,0.9914588550063458,0.767808300630277,0.8796335778183114,1.0170822899873084,0.8824468199357791,ok,1,0
29,0,29,spotted,4,14,0,29,0,0.2346852810205801,1,evaluated,6193,4066,0.9837737914376754,0.5721819380355966,0.777977864736636,1.0107719928186714,2.4339312843486827,ok,1,0
30,0,30,darkest,1,75,0,30,0,0.53658940397351,0,evaluated,5289,3992,0.9987710342219701,0.7021772939346812,0.8504741640783257,0.9975480950584685,0.127847249279509,ok,1,0
30,0,30,brownish,2,113,0,30,0,0.5922736220472441,0,evaluated,3727,2744,0.980340211935304,0.23144339116437132,0.6058918015498377,1.039319576129392,2.4128066409516804,ok,1,0
30,0,30,orange,3,38,0,30,0,0.6369933862019246,0,evaluated,29301,22924,0.9820940177451047,0.7436139460798773,0.862853981912491,0.9881960136251728,2.685897338234293,ok,1,0
30,0,30,spotted,4,14,0,30,0,0.18548676805173034,1,evaluated,6072,3828,0.9687135858237272,0.5910500067394527,0.77988179628159,0.9804618117229129,4.69296212644092,ok,1,0
31,0,31,darkest,1,75,0,31,0,0.5580048270313757,0,evaluated,5371,4312,0.9922480620155039,0.695678917422728,0.843963489719116,1.0155038759689923,1.0564757048452484,ok,1,0
31,0,31,brownish,2,113,0,31,0,0.6869806094182825,0,evaluated,3671,3028,0.9830681975531076,0.2712211466865227,0.6271446721198152,0.9849745103300241,2.5397703670338654,ok,1,0
31,0,31,orange,3,38,0,31,0,0.5650449577669462,0,evaluated,29211,22484,0.9864398048623794,0.7212096468461112,0.8538247258542453,0.9969284324767073,2.034029270643095,ok,1,0
31,0,31,spotted,4,14,0,31,0,0.1563553201733269,1,evaluated,5633,3974,0.9610331972306053,0.6173331435890138,0.7891831704098096,0.9277009222661396,5.7181383089212,ok,1,0
32,0,32,darkest,1,75,0,32,0,0.613911620294599,0,evaluated,5553,4308,0.983057158815863,0.6392219947353027,0.8111395767755829,1.033885682368274,1.7134219080806317,ok,1,0
32,0,32,brownish,2,113,0,32,0,0.7004880554842025,0,evaluated,3584,3036,0.984629272693301,0.30280193236714975,0.6437156025302254,0.9763007354944157,2.305609096004851,ok,1,0
32,0,32,orange,3,38,0,32,0,0.5571210625504801,0,evaluated,28977,23076,0.9755048657021037,0.6975051975051975,0.8365050316036506,0.9919893190921228,3.674270144684439,ok,1,0
32,0,32,spotted,4,14,0,32,0,0.12708410522415708,1,evaluated,5242,3884,0.9627050743990843,0.6188228352264346,0.7907639548127594,0.9305876087342446,3.4925082533408554,ok,1,0
33,0,33,darkest,1,75,0,33,0,0.6674962667994027,0,evaluated,5638,4412,0.9920829045969457,0.6088319088319089,0.8004574067144272,1.01530704123897,1.1875643104581406,ok,1,0
33,0,33,brownish,2,113,0,33,0,0.7277691107644306,0,evaluated,3569,3076,0.9913083875218219,0.32395197795709507,0.6576301827394585,0.9958147321428571,1.3037418717267155,ok,1,0
33,0,33,orange,3,38,0,33,0,0.4881985470786104,1,evaluated,29844,22804,0.9701315860625578,0.6811328730449485,0.8256322295537531,1.0299202816026505,4.480262090616329,ok,1,0
33,0,33,spotted,4,14,0,33,0,0.10417184007946362,1,evaluated,5105,3788,0.9865817825661116,0.5929736880787888,0.7897777353224502,0.9738649370469287,0.7572046232477629,ok,1,0
34,0,34,darkest,1,75,0,34,0,0.6742687159147248,0,evaluated,5675,4456,0.9951471255304727,0.5945679707289614,0.7948575481297171,1.006562610854913,0.7279311704290964,ok,1,0
34,0,34,brownish,2,113,0,34,0,0.7372225090345895,0,evaluated,3674,3056,0.9852899971980947,0.33229329173166927,0.658791644464882,1.0294200056038105,0.748169198137488,ok,1,0
34,0,34,orange,3,38,0,34,0,0.46400548696844995,1,evaluated,30175,23188,0.9876391704056282,0.6517788302676506,0.8197090003366394,1.0110910065674843,1.8541244391557727,ok,1,0
34,0,34,spotted,4,14,0,34,0,0.09251750829340213,1,evaluated,5144,3748,0.9859640942558859,0.5464240011374947,0.7661940476966903,1.0076395690499511,2.105385861617111,ok,1,0
35,0,35,darkest,1,75,0,35,0,0.6687624090006619,0,evaluated,5678,4408,0.9953110622728333,0.584731543624161,0.7900213029484972,1.0005286343612334,0.7033406590750048,ok,1,0
35,0,35,brownish,2,113,0,35,0,0.7323014463334179,0,evaluated,3667,3160,0.9937575203557902,0.34060106069534474,0.6671792905255675,0.9980947196516059,0.9363719466314685,ok,1,0
35,0,35,orange,3,38,0,35,0,0.4447735473100328,1,evaluated,30360,23296,0.9832438578051674,0.6251451721809588,0.8041945149930632,1.0061309030654515,2.513421329224881,ok,1,0
35,0,35,spotted,4,14,0,35,0,0.0833032382328157,1,evaluated,5247,3752,0.9781567828106887,0.4772604951560818,0.7277086389833853,1.0200233281493,3.276482578396681,ok,1,0
36,0,36,darkest,1,75,0,36,0,0.6868268434134217,0,evaluated,5772,4408,0.9917224374779852,0.5644079397672827,0.778065188622634,1.0165551250440297,0.9727804409510772,ok,1,0
36,0,36,brownish,2,113,0,36,0,0.7143949044585988,0,evaluated,3669,3060,0.9964033025578107,0.36158755484643,0.6789954287021204,1.0005454049631852,0.5395046163283906,ok,1,0
36,0,36,orange,3,38,0,36,0,0.4204208926278271,1,evaluated,30975,23224,0.9774036796221846,0.5847433323774017,0.7810735059997931,1.0202569169960474,3.389448056672316,ok,1,0
36,0,36,spotted,4,14,0,36,0,0.06621556307394877,1,evaluated,5176,3648,0.9701451615023936,0.42049746060684984,0.6953213110546217,0.9864684581665714,4.478225774640959,ok,1,0
37,0,37,darkest,1,75,0,37,0,0.6693429460920859,0,evaluated,5768,4420,0.9962782785573733,0.5523848348960456,0.7743315567267095,0.9993069993069993,0.5582582163940102,ok,1,0
