frame_idx,sam2_label,gt_bird_id,iou,is_error,iou_threshold
1644,3,38,0.9126,0,0.5
1644,1,75,0.7923,0,0.5
1644,2,113,0.5452,0,0.5
1644,4,14,0.4502,1,0.5
1645,3,38,0.9124,0,0.5
1645,1,75,0.7742,0,0.5
1645,2,113,0.5586,0,0.5
1645,4,14,0.3962,1,0.5
1646,3,38,0.9195,0,0.5
1646,1,75,0.7826,0,0.5
1646,2,113,0.579,0,0.5
1646,4,14,0.3985,1,0.5
1647,3,38,0.9198,0,0.5
1647,1,75,0.7928,0,0.5
1647,2,113,0.5811,0,0.5
1647,4,14,0.3195,1,0.5
1648,3,38,0.916,0,0.5
1648,1,75,0.8034,0,0.5
1648,2,113,0.6022,0,0.5
1648,4,14,0.3506,1,0.5
1649,3,38,0.9112,0,0.5
1649,1,75,0.7896,0,0.5
1649,2,113,0.6486,0,0.5
1649,4,14,0.4338,1,0.5
1650,3,38,0.9136,0,0.5
1650,1,75,0.7895,0,0.5
1650,2,113,0.7055,0,0.5
1650,4,14,0.4451,1,0.5
1651,3,38,0.9103,0,0.5
1651,1,75,0.8032,0,0.5
1651,2,113,0.6578,0,0.5
1651,4,14,0.4741,1,0.5
1652,3,38,0.9188,0,0.5
1652,1,75,0.7863,0,0.5
1652,2,113,0.6066,0,0.5
1652,4,14,0.5597,0,0.5
1653,3,38,0.9144,0,0.5
1653,1,75,0.7973,0,0.5
1653,2,113,0.5477,0,0.5
1653,4,14,0.5386,0,0.5
1654,3,38,0.9127,0,0.5
1654,1,75,0.8016,0,0.5
1654,2,113,0.5497,0,0.5
1654,4,14,0.5204,0,0.5
1655,3,38,0.9068,0,0.5
1655,1,75,0.8066,0,0.5
1655,2,113,0.5649,0,0.5
1655,4,14,0.5201,0,0.5
1656,3,38,0.907,0,0.5
1656,1,75,0.801,0,0.5
1656,2,113,0.5977,0,0.5
1656,4,14,0.5023,0,0.5
1657,3,38,0.9072,0,0.5
1657,1,75,0.7991,0,0.5
1657,2,113,0.6463,0,0.5
1657,4,14,0.4462,1,0.5
1658,3,38,0.9008,0,0.5
1658,1,75,0.793,0,0.5
1658,2,113,0.6411,0,0.5
1658,4,14,0.4289,1,0.5
1659,3,38,0.9012,0,0.5
1659,1,75,0.7887,0,0.5
1659,2,113,0.5858,0,0.5
1659,4,14,0.454,1,0.5
1660,3,38,0.8994,0,0.5
1660,1,75,0.7902,0,0.5
1660,2,113,0.5987,0,0.5
1660,4,14,0.5201,0,0.5
1661,3,38,0.8961,0,0.5
1661,1,75,0.7667,0,0.5
1661,2,113,0.5883,0,0.5
1661,4,14,0.5073,0,0.5
1662,3,38,0.8951,0,0.5
1662,1,75,0.7994,0,0.5
1662,2,113,0.5984,0,0.5
1662,4,14,0.4899,1,0.5
1663,3,38,0.9017,0,0.5
1663,1,75,0.7836,0,0.5
1663,2,113,0.5248,0,0.5
1663,4,14,0.4627,1,0.5
1664,3,38,0.907,0,0.5
1664,1,75,0.7905,0,0.5
1664,2,113,0.472,1,0.5
1664,4,14,0.3887,1,0.5
1665,3,38,0.8976,0,0.5
1665,1,75,0.8091,0,0.5
1665,2,113,0.5008,0,0.5
1665,4,14,0.4021,1,0.5
1666,3,38,0.8948,0,0.5
1666,1,75,0.7969,0,0.5
1666,2,113,0.5878,0,0.5
1666,4,14,0.437,1,0.5
1667,3,38,0.8863,0,0.5
1667,1,75,0.8014,0,0.5
1667,2,113,0.6777,0,0.5
1667,4,14,0.4699,1,0.5
1668,3,38,0.8841,0,0.5
1668,1,75,0.8057,0,0.5
1668,2,113,0.7136,0,0.5
1668,4,14,0.4375,1,0.5
1669,3,38,0.8864,0,0.5
1669,1,75,0.803,0,0.5
1669,2,113,0.7327,0,0.5
1669,4,14,0.3739,1,0.5
1670,3,38,0.8773,0,0.5
1670,1,75,0.7996,0,0.5
1670,2,113,0.7333,0,0.5
1670,4,14,0.3007,1,0.5
1671,3,38,0.8802,0,0.5
1671,1,75,0.7994,0,0.5
1671,2,113,0.7704,0,0.5
1671,4,14,0.2553,1,0.5
1672,3,38,0.8815,0,0.5
1672,1,75,0.8117,0,0.5
1672,2,113,0.8033,0,0.5
1672,4,14,0.2335,1,0.5
1673,3,38,0.8795,0,0.5
1673,1,75,0.8132,0,0.5
1673,2,113,0.7954,0,0.5
1673,4,14,0.2407,1,0.5
1674,3,38,0.8774,0,0.5
1674,1,75,0.8168,0,0.5
1674,2,113,0.8004,0,0.5
1674,4,14,0.2639,1,0.5
1675,3,38,0.8782,0,0.5
1675,1,75,0.8187,0,0.5
1675,2,113,0.7554,0,0.5
1675,4,14,0.3106,1,0.5
1676,3,38,0.8769,0,0.5
1676,1,75,0.8081,0,0.5
1676,2,113,0.7621,0,0.5
1676,4,14,0.3408,1,0.5
1677,3,38,0.876,0,0.5
1677,1,75,0.7722,0,0.5
1677,2,113,0.7332,0,0.5
1677,4,14,0.2737,1,0.5
1678,3,38,0.8756,0,0.5
1678,1,75,0.768,0,0.5
1678,2,113,0.6131,0,0.5
1678,4,14,0.2362,1,0.5
1679,3,38,0.8771,0,0.5
1679,1,75,0.7632,0,0.5
1679,2,113,0.5671,0,0.5
1679,4,14,0.214,1,0.5
1680,3,38,0.8783,0,0.5
1680,1,75,0.7878,0,0.5
1680,2,113,0.538,0,0.5
1680,4,14,0.248,1,0.5
1681,3,38,0.8752,0,0.5
1681,1,75,0.7888,0,0.5
1681,2,113,0.5879,0,0.5
1681,4,14,0.2845,1,0.5
1682,3,38,0.8721,0,0.5
1682,1,75,0.7977,0,0.5
1682,2,113,0.6422,0,0.5
1682,4,14,0.2937,1,0.5
1683,3,38,0.8714,0,0.5
1683,1,75,0.813,0,0.5
1683,2,113,0.6863,0,0.5
1683,4,14,0.3105,1,0.5
1684,3,38,0.8729,0,0.5
1684,1,75,0.8279,0,0.5
1684,2,113,0.6868,0,0.5
1684,4,14,0.3156,1,0.5
1685,3,38,0.8753,0,0.5
1685,1,75,0.8416,0,0.5
1685,2,113,0.6787,0,0.5
1685,4,14,0.4156,1,0.5
1686,3,38,0.8711,0,0.5
1686,1,75,0.8403,0,0.5
1686,2,113,0.6855,0,0.5
1686,4,14,0.4977,1,0.5
1687,3,38,0.8731,0,0.5
1687,1,75,0.8391,0,0.5
1687,2,113,0.7091,0,0.5
1687,4,14,0.5571,0,0.5
1688,3,38,0.8725,0,0.5
1688,1,75,0.8448,0,0.5
1688,2,113,0.7045,0,0.5
1688,4,14,0.5696,0,0.5
1689,3,38,0.8698,0,0.5
1689,1,75,0.8348,0,0.5
1689,2,113,0.6671,0,0.5
1689,4,14,0.5638,0,0.5
1690,3,38,0.8695,0,0.5
1690,1,75,0.8044,0,0.5
1690,2,113,0.687,0,0.5
1690,4,14,0.4773,1,0.5
1691,3,38,0.8745,0,0.5
1691,1,75,0.837,0,0.5
1691,2,113,0.753,0,0.5
1691,4,14,0.5169,0,0.5
1692,3,38,0.8752,0,0.5
1692,1,75,0.841,0,0.5
1692,2,113,0.7689,0,0.5
1692,4,14,0.4917,1,0.5
1693,3,38,0.8697,0,0.5
1693,1,75,0.8514,0,0.5
1693,2,113,0.74,0,0.5
1693,4,14,0.4967,1,0.5
1694,3,38,0.8709,0,0.5
1694,1,75,0.861,0,0.5
1694,2,113,0.6719,0,0.5
1694,4,14,0.5491,0,0.5
1695,3,38,0.866,0,0.5
1695,1,75,0.8634,0,0.5
1695,2,113,0.625,0,0.5
1695,4,14,0.5811,0,0.5
1696,1,75,0.8703,0,0.5
1696,3,38,0.8658,0,0.5
1696,4,14,0.6256,0,0.5
1696,2,113,0.5902,0,0.5
1697,1,75,0.8674,0,0.5
1697,3,38,0.8637,0,0.5
1697,4,14,0.6466,0,0.5
1697,2,113,0.5082,0,0.5
1698,1,75,0.8678,0,0.5
1698,3,38,0.865,0,0.5
1698,4,14,0.6887,0,0.5
1698,2,113,0.4751,1,0.5
1699,3,38,0.8737,0,0.5
1699,1,75,0.8275,0,0.5
1699,4,14,0.6786,0,0.5
1699,2,113,0.4718,1,0.5
1700,3,38,0.8645,0,0.5
1700,1,75,0.7855,0,0.5
1700,4,14,0.6889,0,0.5
1700,2,113,0.5326,0,0.5
1701,3,38,0.852,0,0.5
1701,1,75,0.7664,0,0.5
1701,4,14,0.6929,0,0.5
1701,2,113,0.5666,0,0.5
1702,3,38,0.8126,0,0.5
1702,1,75,0.784,0,0.5
1702,4,14,0.6933,0,0.5
1702,2,113,0.6504,0,0.5
1703,1,75,0.8108,0,0.5
1703,2,113,0.7603,0,0.5
1703,3,38,0.7586,0,0.5
1703,4,14,0.6967,0,0.5
1704,1,75,0.8354,0,0.5
1704,2,113,0.7831,0,0.5
1704,4,14,0.72,0,0.5
1704,3,38,0.6996,0,0.5
1705,1,75,0.8567,0,0.5
1705,2,113,0.7808,0,0.5
1705,4,14,0.6893,0,0.5
1705,3,38,0.6482,0,0.5
1706,1,75,0.8516,0,0.5
1706,2,113,0.7505,0,0.5
1706,4,14,0.719,0,0.5
1706,3,38,0.7149,0,0.5
1707,1,75,0.8556,0,0.5
1707,2,113,0.7729,0,0.5
1707,3,38,0.7258,0,0.5
1707,4,14,0.7147,0,0.5
1708,1,75,0.852,0,0.5
1708,2,113,0.747,0,0.5
1708,4,14,0.7189,0,0.5
1708,3,38,0.6787,0,0.5
1709,1,75,0.8462,0,0.5
1709,4,14,0.7057,0,0.5
1709,2,113,0.688,0,0.5
1709,3,38,0.5856,0,0.5
1710,1,75,0.8352,0,0.5
1710,4,14,0.6947,0,0.5
1710,2,113,0.5975,0,0.5
1710,3,38,0.469,1,0.5
1711,1,75,0.8264,0,0.5
1711,4,14,0.697,0,0.5
1711,2,113,0.6073,0,0.5
1711,3,38,0.3317,1,0.5
1712,1,75,0.8245,0,0.5
1712,4,14,0.6972,0,0.5
1712,2,113,0.6712,0,0.5
1712,3,38,0.3118,1,0.5
1713,1,75,0.8424,0,0.5
1713,2,113,0.6985,0,0.5
1713,4,14,0.6907,0,0.5
1713,3,38,0.4048,1,0.5
1714,1,75,0.8401,0,0.5
1714,4,14,0.694,0,0.5
1714,2,113,0.6386,0,0.5
1714,3,38,0.5604,0,0.5
1715,1,75,0.8124,0,0.5
1715,4,14,0.7172,0,0.5
1715,2,113,0.6295,0,0.5
1715,3,38,0.5693,0,0.5
1716,1,75,0.83,0,0.5
1716,4,14,0.7162,0,0.5
1716,2,113,0.6294,0,0.5
1716,3,38,0.4918,1,0.5
1717,1,75,0.8404,0,0.5
1717,4,14,0.714,0,0.5
1717,2,113,0.639,0,0.5
1717,3,38,0.4755,1,0.5
1718,1,75,0.864,0,0.5
1718,4,14,0.7101,0,0.5
1718,2,113,0.6549,0,0.5
1718,3,38,0.3252,1,0.5
1719,1,75,0.8796,0,0.5
1719,4,14,0.7108,0,0.5
1719,2,113,0.6657,0,0.5
1719,3,38,0.3401,1,0.5
1720,1,75,0.8819,0,0.5
1720,4,14,0.6861,0,0.5
1720,2,113,0.6539,0,0.5
1720,3,38,0.3806,1,0.5
1721,1,75,0.8356,0,0.5
1721,4,14,0.7111,0,0.5
1721,2,113,0.5565,0,0.5
1721,3,38,0.3678,1,0.5
1722,1,75,0.81,0,0.5
1722,4,14,0.7143,0,0.5
1722,2,113,0.4004,1,0.5
1722,3,38,0.3326,1,0.5
1723,1,75,0.8324,0,0.5
1723,4,14,0.689,0,0.5
1723,2,113,0.319,1,0.5
1723,3,38,0.2263,1,0.5
1724,1,75,0.8521,0,0.5
1724,4,14,0.7227,0,0.5
1724,2,113,0.2473,1,0.5
1724,3,38,0.1309,1,0.5
1725,1,75,0.8675,0,0.5
1725,4,14,0.7239,0,0.5
1725,2,113,0.2587,1,0.5
1725,3,38,0.0254,1,0.5
1726,1,75,0.8389,0,0.5
1726,4,14,0.7233,0,0.5
1726,2,113,0.17,1,0.5
1726,3,38,0.0,1,0.5
1727,1,75,0.8435,0,0.5
1727,4,14,0.7231,0,0.5
1727,2,113,0.1441,1,0.5
1727,3,38,0.03,1,0.5
1728,1,75,0.8115,0,0.5
1728,4,14,0.7203,0,0.5
1728,2,113,0.1531,1,0.5
1728,3,38,0.0827,1,0.5
1729,1,75,0.7738,0,0.5
1729,4,14,0.7194,0,0.5
1729,3,38,0.1266,1,0.5
1729,2,113,0.0075,1,0.5
1730,4,14,0.7117,0,0.5
1730,1,75,0.6579,0,0.5
1730,3,38,0.1045,1,0.5
1730,2,113,0.0018,1,0.5
1731,4,14,0.6895,0,0.5
1731,1,75,0.5437,0,0.5
1731,3,38,0.1878,1,0.5
1731,2,113,0.0,1,0.5
1732,4,14,0.6034,0,0.5
1732,1,75,0.5135,0,0.5
1732,3,38,0.109,1,0.5
1732,2,113,0.0,1,0.5
1733,1,75,0.5204,0,0.5
1733,4,14,0.5009,0,0.5
1733,3,38,0.2533,1,0.5
1733,2,113,0.0004,1,0.5
1734,1,75,0.5651,0,0.5
1734,3,38,0.4645,1,0.5
1734,4,14,0.3441,1,0.5
1734,2,113,0.0031,1,0.5
1735,1,75,0.5083,0,0.5
1735,3,38,0.3492,1,0.5
1735,4,14,0.316,1,0.5
1735,2,113,0.0019,1,0.5
1736,4,14,0.5046,0,0.5
1736,1,75,0.4799,1,0.5
1736,3,38,0.3045,1,0.5
1736,2,113,0.0,1,0.5
1737,4,14,0.5291,0,0.5
1737,1,75,0.4587,1,0.5
1737,3,38,0.3125,1,0.5
1737,2,113,0.0007,1,0.5
1738,1,75,0.4824,1,0.5
1738,3,38,0.4156,1,0.5
1738,4,14,0.2922,1,0.5
1738,2,113,0.0,1,0.5
1739,1,75,0.5267,0,0.5
1739,3,38,0.4456,1,0.5
1739,4,14,0.3455,1,0.5
1739,2,113,0.0,1,0.5
1740,3,38,0.5796,0,0.5
1740,1,75,0.5764,0,0.5
1740,4,14,0.5049,0,0.5
1740,2,113,0.0,1,0.5
1741,4,14,0.6594,0,0.5
1741,1,75,0.6418,0,0.5
1741,3,38,0.4784,1,0.5
1741,2,113,0.0,1,0.5
1742,4,14,0.6648,0,0.5
1742,1,75,0.646,0,0.5
1742,3,38,0.362,1,0.5
1742,2,113,0.0,1,0.5
1743,1,75,0.6497,0,0.5
1743,4,14,0.6333,0,0.5
1743,3,38,0.3304,1,0.5
1743,2,113,0.0,1,0.5
1744,1,75,0.6197,0,0.5
1744,4,14,0.6114,0,0.5
1744,3,38,0.3291,1,0.5
1744,2,113,0.0,1,0.5
1745,4,14,0.6474,0,0.5
1745,1,75,0.6255,0,0.5
1745,3,38,0.321,1,0.5
1745,2,113,0.0,1,0.5
1746,4,14,0.7535,0,0.5
1746,1,75,0.6912,0,0.5
1746,3,38,0.2635,1,0.5
1746,2,113,0.0,1,0.5
1747,4,14,0.7711,0,0.5
1747,1,75,0.7643,0,0.5
1747,3,38,0.2693,1,0.5
1747,2,113,0.0415,1,0.5
1748,1,75,0.7936,0,0.5
1748,4,14,0.7652,0,0.5
1748,3,38,0.3306,1,0.5
1748,2,113,0.1422,1,0.5
1749,1,75,0.7915,0,0.5
1749,4,14,0.7261,0,0.5
1749,3,38,0.4167,1,0.5
1749,2,113,0.2258,1,0.5
1750,1,75,0.8026,0,0.5
1750,4,14,0.6999,0,0.5
1750,3,38,0.3631,1,0.5
1750,2,113,0.2753,1,0.5
1751,1,75,0.7799,0,0.5
1751,4,14,0.7175,0,0.5
1751,2,113,0.3626,1,0.5
1751,3,38,0.3515,1,0.5
1752,1,75,0.7804,0,0.5
1752,4,14,0.7686,0,0.5
1752,2,113,0.5384,0,0.5
1752,3,38,0.334,1,0.5
1753,4,14,0.8251,0,0.5
1753,1,75,0.7545,0,0.5
1753,2,113,0.6421,0,0.5
1753,3,38,0.3525,1,0.5
1754,4,14,0.8174,0,0.5
1754,2,113,0.733,0,0.5
1754,1,75,0.7135,0,0.5
1754,3,38,0.4044,1,0.5
1755,4,14,0.8323,0,0.5
1755,2,113,0.7327,0,0.5
1755,1,75,0.7107,0,0.5
1755,3,38,0.4212,1,0.5
1756,4,14,0.7925,0,0.5
1756,1,75,0.7177,0,0.5
1756,2,113,0.6992,0,0.5
1756,3,38,0.4729,1,0.5
1757,1,75,0.7441,0,0.5
1757,2,113,0.6995,0,0.5
1757,4,14,0.6325,0,0.5
1757,3,38,0.5122,0,0.5
1758,1,75,0.7347,0,0.5
1758,2,113,0.7266,0,0.5
1758,4,14,0.608,0,0.5
1758,3,38,0.582,0,0.5
1759,2,113,0.7214,0,0.5
1759,1,75,0.7064,0,0.5
1759,4,14,0.6386,0,0.5
1759,3,38,0.5669,0,0.5
1760,2,113,0.7409,0,0.5
1760,1,75,0.7262,0,0.5
1760,4,14,0.696,0,0.5
1760,3,38,0.5531,0,0.5
1761,1,75,0.7775,0,0.5
1761,2,113,0.7686,0,0.5
1761,4,14,0.7067,0,0.5
1761,3,38,0.4729,1,0.5
1762,1,75,0.8592,0,0.5
1762,2,113,0.7647,0,0.5
1762,4,14,0.6733,0,0.5
1762,3,38,0.4523,1,0.5
1763,1,75,0.8724,0,0.5
1763,2,113,0.7439,0,0.5
1763,4,14,0.6214,0,0.5
1763,3,38,0.3814,1,0.5
1764,1,75,0.8643,0,0.5
1764,2,113,0.7184,0,0.5
1764,4,14,0.5504,0,0.5
1764,3,38,0.455,1,0.5
1765,1,75,0.8756,0,0.5
1765,2,113,0.7032,0,0.5
1765,3,38,0.5008,0,0.5
1765,4,14,0.4909,1,0.5
1766,1,75,0.8941,0,0.5
1766,2,113,0.7114,0,0.5
1766,4,14,0.5913,0,0.5
1766,3,38,0.4598,1,0.5
1767,1,75,0.8954,0,0.5
1767,2,113,0.7039,0,0.5
1767,4,14,0.6436,0,0.5
1767,3,38,0.3837,1,0.5
1768,1,75,0.8903,0,0.5
1768,2,113,0.7409,0,0.5
1768,4,14,0.6387,0,0.5
1768,3,38,0.3909,1,0.5
1769,1,75,0.882,0,0.5
1769,2,113,0.7006,0,0.5
1769,4,14,0.6348,0,0.5
1769,3,38,0.4671,1,0.5
1770,1,75,0.8781,0,0.5
1770,2,113,0.7675,0,0.5
1770,4,14,0.5721,0,0.5
1770,3,38,0.565,0,0.5
1771,1,75,0.8803,0,0.5
1771,2,113,0.7899,0,0.5
1771,4,14,0.5685,0,0.5
1771,3,38,0.4945,1,0.5
1772,1,75,0.861,0,0.5
1772,2,113,0.7563,0,0.5
1772,4,14,0.5571,0,0.5
1772,3,38,0.4432,1,0.5
1773,1,75,0.8603,0,0.5
1773,2,113,0.5665,0,0.5
1773,4,14,0.5453,0,0.5
1773,3,38,0.4322,1,0.5
1774,1,75,0.8598,0,0.5
1774,2,113,0.6752,0,0.5
1774,4,14,0.5559,0,0.5
1774,3,38,0.49,1,0.5
1775,1,75,0.8649,0,0.5
1775,2,113,0.7346,0,0.5
1775,4,14,0.6012,0,0.5
1775,3,38,0.5525,0,0.5
1776,1,75,0.8588,0,0.5
1776,2,113,0.7283,0,0.5
1776,4,14,0.6604,0,0.5
1776,3,38,0.5854,0,0.5
1777,1,75,0.8381,0,0.5
1777,2,113,0.732,0,0.5
1777,4,14,0.6744,0,0.5
1777,3,38,0.5814,0,0.5
1778,1,75,0.8211,0,0.5
1778,2,113,0.7059,0,0.5
1778,4,14,0.6469,0,0.5
1778,3,38,0.5744,0,0.5
1779,1,75,0.8063,0,0.5
1779,2,113,0.6846,0,0.5
1779,4,14,0.6545,0,0.5
1779,3,38,0.5926,0,0.5
1780,1,75,0.8392,0,0.5
1780,3,38,0.7172,0,0.5
1780,2,113,0.6924,0,0.5
1780,4,14,0.653,0,0.5
1781,1,75,0.82,0,0.5
1781,3,38,0.7465,0,0.5
1781,2,113,0.6979,0,0.5
1781,4,14,0.6534,0,0.5
1782,1,75,0.7769,0,0.5
1782,2,113,0.6979,0,0.5
1782,3,38,0.6603,0,0.5
1782,4,14,0.6261,0,0.5
1783,2,113,0.7005,0,0.5
1783,1,75,0.693,0,0.5
1783,3,38,0.626,0,0.5
1783,4,14,0.6128,0,0.5
1784,1,75,0.6694,0,0.5
1784,2,113,0.6641,0,0.5
1784,3,38,0.6527,0,0.5
1784,4,14,0.5891,0,0.5
1785,3,38,0.7533,0,0.5
1785,1,75,0.6846,0,0.5
1785,2,113,0.6173,0,0.5
1785,4,14,0.5766,0,0.5
1786,3,38,0.8318,0,0.5
1786,1,75,0.7367,0,0.5
1786,2,113,0.6344,0,0.5
1786,4,14,0.5003,0,0.5
1787,1,75,0.7875,0,0.5
1787,3,38,0.7395,0,0.5
1787,2,113,0.6385,0,0.5
1787,4,14,0.4598,1,0.5
1788,1,75,0.8233,0,0.5
1788,3,38,0.6781,0,0.5
1788,2,113,0.652,0,0.5
1788,4,14,0.4344,1,0.5
1789,1,75,0.8134,0,0.5
1789,2,113,0.6982,0,0.5
1789,3,38,0.6757,0,0.5
1789,4,14,0.46,1,0.5
1790,1,75,0.7411,0,0.5
1790,3,38,0.7353,0,0.5
1790,2,113,0.6976,0,0.5
1790,4,14,0.5641,0,0.5
1791,1,75,0.7633,0,0.5
1791,3,38,0.7612,0,0.5
1791,4,14,0.7275,0,0.5
1791,2,113,0.6905,0,0.5
1792,1,75,0.7989,0,0.5
1792,4,14,0.7967,0,0.5
1792,3,38,0.7811,0,0.5
1792,2,113,0.6882,0,0.5
1793,1,75,0.8357,0,0.5
1793,3,38,0.8111,0,0.5
1793,4,14,0.6867,0,0.5
1793,2,113,0.6782,0,0.5
1794,1,75,0.8583,0,0.5
1794,3,38,0.8121,0,0.5
1794,4,14,0.6791,0,0.5
1794,2,113,0.6599,0,0.5
1795,1,75,0.8546,0,0.5
1795,3,38,0.8087,0,0.5
1795,2,113,0.7675,0,0.5
1795,4,14,0.6525,0,0.5
1796,1,75,0.9027,0,0.5
1796,3,38,0.7476,0,0.5
1796,2,113,0.7058,0,0.5
1796,4,14,0.6246,0,0.5
1797,1,75,0.8609,0,0.5
1797,2,113,0.7231,0,0.5
1797,3,38,0.6712,0,0.5
1797,4,14,0.6282,0,0.5
1798,1,75,0.8277,0,0.5
1798,2,113,0.7218,0,0.5
1798,3,38,0.6437,0,0.5
1798,4,14,0.6294,0,0.5
1799,2,113,0.786,0,0.5
1799,1,75,0.7845,0,0.5
1799,4,14,0.7098,0,0.5
1799,3,38,0.626,0,0.5
1800,1,75,0.8035,0,0.5
1800,2,113,0.7735,0,0.5
1800,3,38,0.7328,0,0.5
1800,4,14,0.6911,0,0.5
1801,1,75,0.8369,0,0.5
1801,3,38,0.8166,0,0.5
1801,2,113,0.7387,0,0.5
1801,4,14,0.5708,0,0.5
1802,1,75,0.8453,0,0.5
1802,3,38,0.7553,0,0.5
1802,2,113,0.7081,0,0.5
1802,4,14,0.4724,1,0.5
1803,1,75,0.8376,0,0.5
1803,3,38,0.7256,0,0.5
1803,2,113,0.7126,0,0.5
1803,4,14,0.4079,1,0.5
1804,1,75,0.8382,0,0.5
1804,3,38,0.7235,0,0.5
1804,2,113,0.703,0,0.5
1804,4,14,0.3762,1,0.5
1805,1,75,0.8305,0,0.5
1805,3,38,0.7826,0,0.5
1805,2,113,0.7134,0,0.5
1805,4,14,0.3983,1,0.5
1806,1,75,0.7975,0,0.5
1806,3,38,0.785,0,0.5
1806,2,113,0.7657,0,0.5
1806,4,14,0.4635,1,0.5
1807,3,38,0.831,0,0.5
1807,1,75,0.8055,0,0.5
1807,2,113,0.7485,0,0.5
1807,4,14,0.6212,0,0.5
1808,1,75,0.8182,0,0.5
1808,3,38,0.7755,0,0.5
1808,2,113,0.6707,0,0.5
1808,4,14,0.6679,0,0.5
1809,1,75,0.7984,0,0.5
1809,3,38,0.7953,0,0.5
1809,4,14,0.7632,0,0.5
1809,2,113,0.6194,0,0.5
1810,1,75,0.7695,0,0.5
1810,3,38,0.7575,0,0.5
1810,4,14,0.7057,0,0.5
1810,2,113,0.5394,0,0.5
1811,3,38,0.7544,0,0.5
1811,1,75,0.7246,0,0.5
1811,4,14,0.584,0,0.5
1811,2,113,0.4869,1,0.5
1812,3,38,0.7102,0,0.5
1812,1,75,0.6716,0,0.5
1812,4,14,0.5148,0,0.5
1812,2,113,0.4588,1,0.5
1813,1,75,0.6966,0,0.5
1813,3,38,0.6633,0,0.5
1813,4,14,0.5101,0,0.5
1813,2,113,0.4217,1,0.5
1814,1,75,0.7251,0,0.5
1814,3,38,0.5552,0,0.5
1814,2,113,0.4781,1,0.5
1814,4,14,0.4456,1,0.5
1815,1,75,0.7278,0,0.5
1815,2,113,0.4764,1,0.5
1815,3,38,0.4334,1,0.5
1815,4,14,0.4212,1,0.5
1816,1,75,0.704,0,0.5
1816,2,113,0.4971,1,0.5
1816,3,38,0.4697,1,0.5
1816,4,14,0.3968,1,0.5
1817,1,75,0.7111,0,0.5
1817,3,38,0.4827,1,0.5
1817,2,113,0.4467,1,0.5
1817,4,14,0.3496,1,0.5
1818,1,75,0.7084,0,0.5
1818,3,38,0.4659,1,0.5
1818,4,14,0.4502,1,0.5
1818,2,113,0.3527,1,0.5
1819,1,75,0.7353,0,0.5
1819,4,14,0.4063,1,0.5
1819,3,38,0.3559,1,0.5
1819,2,113,0.2514,1,0.5
1820,1,75,0.7525,0,0.5
1820,3,38,0.2992,1,0.5
1820,4,14,0.2533,1,0.5
1820,2,113,0.2194,1,0.5
1821,1,75,0.7786,0,0.5
1821,2,113,0.2467,1,0.5
1821,4,14,0.2233,1,0.5
1821,3,38,0.2017,1,0.5
1822,1,75,0.7678,0,0.5
1822,4,14,0.4067,1,0.5
1822,2,113,0.3807,1,0.5
1822,3,38,0.2377,1,0.5
1823,1,75,0.7999,0,0.5
1823,2,113,0.506,0,0.5
1823,4,14,0.2971,1,0.5
1823,3,38,0.2661,1,0.5
1824,1,75,0.7748,0,0.5
1824,2,113,0.605,0,0.5
1824,3,38,0.3593,1,0.5
1824,4,14,0.2883,1,0.5
1825,1,75,0.7057,0,0.5
1825,2,113,0.5915,0,0.5
1825,3,38,0.5135,0,0.5
1825,4,14,0.3906,1,0.5
1826,2,113,0.7268,0,0.5
1826,1,75,0.6949,0,0.5
1826,3,38,0.4877,1,0.5
1826,4,14,0.4128,1,0.5
1827,2,113,0.7647,0,0.5
1827,1,75,0.5201,0,0.5
1827,3,38,0.4232,1,0.5
1827,4,14,0.2941,1,0.5
1828,2,113,0.7803,0,0.5
1828,1,75,0.6647,0,0.5
1828,3,38,0.428,1,0.5
1828,4,14,0.3741,1,0.5
1829,2,113,0.749,0,0.5
1829,1,75,0.6889,0,0.5
1829,3,38,0.4596,1,0.5
1829,4,14,0.323,1,0.5
1830,2,113,0.7459,0,0.5
1830,1,75,0.5945,0,0.5
1830,3,38,0.5493,0,0.5
1830,4,14,0.2878,1,0.5
1831,2,113,0.7662,0,0.5
1831,1,75,0.7401,0,0.5
1831,3,38,0.5375,0,0.5
1831,4,14,0.3917,1,0.5
1832,2,113,0.7673,0,0.5
1832,1,75,0.7396,0,0.5
1832,3,38,0.5887,0,0.5
1832,4,14,0.3827,1,0.5
1833,2,113,0.8035,0,0.5
1833,3,38,0.6945,0,0.5
1833,1,75,0.4974,1,0.5
1833,4,14,0.2535,1,0.5
1834,2,113,0.772,0,0.5
1834,1,75,0.7348,0,0.5
1834,3,38,0.6148,0,0.5
1834,4,14,0.2655,1,0.5
1835,2,113,0.7104,0,0.5
1835,1,75,0.6775,0,0.5
1835,3,38,0.4704,1,0.5
1835,4,14,0.418,1,0.5
1836,1,75,0.7999,0,0.5
1836,2,113,0.6603,0,0.5
1836,3,38,0.4799,1,0.5
1836,4,14,0.4339,1,0.5
1837,2,113,0.6509,0,0.5
1837,3,38,0.6374,0,0.5
1837,1,75,0.5747,0,0.5
1837,4,14,0.333,1,0.5
1838,1,75,0.7494,0,0.5
1838,2,113,0.6742,0,0.5
1838,3,38,0.6308,0,0.5
1838,4,14,0.4528,1,0.5
1839,2,113,0.6903,0,0.5
