frame_idx,sam2_label,gt_bird_id,iou,is_error,iou_threshold
667,1,75,0.0303,1,0.5
668,2,113,0.3,1,0.5
668,4,14,0.2961,1,0.5
668,1,75,0.0393,1,0.5
669,2,113,0.2767,1,0.5
669,4,14,0.2535,1,0.5
669,1,75,0.0387,1,0.5
670,2,113,0.2654,1,0.5
670,4,14,0.2133,1,0.5
670,1,75,0.0179,1,0.5
671,4,75,0.3414,1,0.5
671,2,113,0.2695,1,0.5
671,1,14,0.0002,1,0.5
672,4,75,0.3508,1,0.5
672,2,113,0.2687,1,0.5
672,1,14,0.0,1,0.5
673,4,75,0.3365,1,0.5
673,2,113,0.287,1,0.5
673,1,14,0.0,1,0.5
674,2,113,0.3055,1,0.5
674,4,75,0.2569,1,0.5
674,1,14,0.0,1,0.5
675,2,113,0.3172,1,0.5
675,4,14,0.2644,1,0.5
675,1,38,0.0,1,0.5
676,2,113,0.3296,1,0.5
676,4,14,0.29,1,0.5
676,1,38,0.0,1,0.5
677,4,14,0.3696,1,0.5
677,2,113,0.3484,1,0.5
677,1,38,0.0,1,0.5
678,4,14,0.4203,1,0.5
678,2,113,0.379,1,0.5
678,1,38,0.0,1,0.5
679,4,14,0.5075,0,0.5
679,2,113,0.4686,1,0.5
679,1,38,0.0,1,0.5
680,4,14,0.5743,0,0.5
680,2,113,0.5447,0,0.5
680,1,38,0.0,1,0.5
681,4,14,0.6102,0,0.5
681,2,113,0.5971,0,0.5
681,1,38,0.0,1,0.5
682,4,14,0.6574,0,0.5
682,2,113,0.657,0,0.5
682,1,38,0.0,1,0.5
683,4,14,0.68,0,0.5
683,2,113,0.6747,0,0.5
683,1,38,0.0,1,0.5
684,4,14,0.7176,0,0.5
684,2,113,0.6929,0,0.5
684,1,38,0.0,1,0.5
685,2,113,0.7195,0,0.5
685,4,14,0.6944,0,0.5
685,1,38,0.0,1,0.5
686,2,113,0.7264,0,0.5
686,4,14,0.6627,0,0.5
686,1,38,0.0,1,0.5
687,2,113,0.7208,0,0.5
687,4,14,0.6194,0,0.5
687,1,38,0.0,1,0.5
688,2,113,0.7204,0,0.5
688,4,14,0.6825,0,0.5
688,1,38,0.0,1,0.5
689,2,113,0.7313,0,0.5
689,4,14,0.6983,0,0.5
689,1,38,0.0,1,0.5
690,2,113,0.7433,0,0.5
690,4,14,0.6808,0,0.5
690,3,38,0.0044,1,0.5
690,1,75,0.0,1,0.5
691,2,113,0.7913,0,0.5
691,4,14,0.6719,0,0.5
691,3,38,0.0048,1,0.5
691,1,75,0.0,1,0.5
692,2,113,0.7559,0,0.5
692,4,14,0.6718,0,0.5
692,3,38,0.005,1,0.5
692,1,75,0.002,1,0.5
693,2,113,0.7676,0,0.5
693,4,14,0.6784,0,0.5
693,1,75,0.0532,1,0.5
693,3,38,0.0257,1,0.5
694,2,113,0.7639,0,0.5
694,4,14,0.6838,0,0.5
694,1,75,0.1309,1,0.5
694,3,38,0.0105,1,0.5
695,2,113,0.7665,0,0.5
695,4,14,0.6912,0,0.5
695,1,75,0.2156,1,0.5
695,3,38,0.0252,1,0.5
696,2,113,0.7579,0,0.5
696,4,14,0.6915,0,0.5
696,1,75,0.2667,1,0.5
696,3,38,0.0112,1,0.5
697,2,113,0.7696,0,0.5
697,4,14,0.6885,0,0.5
697,1,75,0.3135,1,0.5
697,3,38,0.0051,1,0.5
698,2,113,0.7686,0,0.5
698,4,14,0.6911,0,0.5
698,1,75,0.3568,1,0.5
698,3,38,0.0002,1,0.5
699,2,113,0.7775,0,0.5
699,4,14,0.6939,0,0.5
699,1,75,0.5114,0,0.5
699,3,38,0.009,1,0.5
700,2,113,0.7817,0,0.5
700,4,14,0.698,0,0.5
700,1,75,0.6663,0,0.5
700,3,38,0.0027,1,0.5
701,2,113,0.7897,0,0.5
701,4,14,0.7113,0,0.5
701,1,75,0.6591,0,0.5
701,3,38,0.0008,1,0.5
702,2,113,0.7817,0,0.5
702,4,14,0.7281,0,0.5
702,1,75,0.537,0,0.5
702,3,38,0.0099,1,0.5
703,2,113,0.7947,0,0.5
703,4,14,0.7212,0,0.5
703,1,75,0.441,1,0.5
703,3,38,0.0128,1,0.5
704,2,113,0.7637,0,0.5
704,4,14,0.7205,0,0.5
704,1,75,0.3993,1,0.5
704,3,38,0.0087,1,0.5
705,2,113,0.7665,0,0.5
705,4,14,0.7222,0,0.5
705,1,75,0.373,1,0.5
705,3,38,0.0106,1,0.5
706,2,113,0.7568,0,0.5
706,4,14,0.7199,0,0.5
706,1,75,0.3292,1,0.5
706,3,38,0.0047,1,0.5
707,2,113,0.7521,0,0.5
707,4,14,0.7226,0,0.5
707,1,75,0.2968,1,0.5
707,3,38,0.0,1,0.5
708,4,14,0.7233,0,0.5
708,2,113,0.709,0,0.5
708,1,75,0.2775,1,0.5
708,3,38,0.0052,1,0.5
709,4,14,0.7216,0,0.5
709,2,113,0.7162,0,0.5
709,1,75,0.2706,1,0.5
709,3,38,0.0359,1,0.5
710,4,14,0.7215,0,0.5
710,2,113,0.6997,0,0.5
710,1,75,0.2966,1,0.5
710,3,38,0.0346,1,0.5
711,2,113,0.7294,0,0.5
711,4,14,0.7242,0,0.5
711,1,75,0.3462,1,0.5
711,3,38,0.0361,1,0.5
712,2,113,0.7611,0,0.5
712,4,14,0.724,0,0.5
712,1,75,0.3711,1,0.5
712,3,38,0.0428,1,0.5
713,2,113,0.7548,0,0.5
713,4,14,0.7262,0,0.5
713,1,75,0.3607,1,0.5
713,3,38,0.0707,1,0.5
714,2,113,0.7787,0,0.5
714,4,14,0.7259,0,0.5
714,1,75,0.3973,1,0.5
714,3,38,0.09,1,0.5
715,2,113,0.779,0,0.5
715,4,14,0.7423,0,0.5
715,1,75,0.3948,1,0.5
715,3,38,0.1243,1,0.5
716,2,113,0.7518,0,0.5
716,4,14,0.75,0,0.5
716,1,75,0.4084,1,0.5
716,3,38,0.1666,1,0.5
717,2,113,0.7723,0,0.5
717,4,14,0.7533,0,0.5
717,1,75,0.4172,1,0.5
717,3,38,0.1791,1,0.5
718,2,113,0.7785,0,0.5
718,4,14,0.7376,0,0.5
718,1,75,0.4531,1,0.5
718,3,38,0.1915,1,0.5
719,2,113,0.7889,0,0.5
719,4,14,0.7529,0,0.5
719,1,75,0.4959,1,0.5
719,3,38,0.2958,1,0.5
720,2,113,0.7933,0,0.5
720,4,14,0.7533,0,0.5
720,1,75,0.5349,0,0.5
720,3,38,0.3786,1,0.5
721,2,113,0.8218,0,0.5
721,4,14,0.7532,0,0.5
721,1,75,0.5644,0,0.5
721,3,38,0.3425,1,0.5
722,2,113,0.8232,0,0.5
722,4,14,0.7625,0,0.5
722,1,75,0.6031,0,0.5
722,3,38,0.321,1,0.5
723,2,113,0.8257,0,0.5
723,4,14,0.7382,0,0.5
723,1,75,0.5995,0,0.5
723,3,38,0.3406,1,0.5
724,2,113,0.8199,0,0.5
724,4,14,0.7666,0,0.5
724,1,75,0.6228,0,0.5
724,3,38,0.3685,1,0.5
725,2,113,0.8233,0,0.5
725,4,14,0.7577,0,0.5
725,1,75,0.632,0,0.5
725,3,38,0.3488,1,0.5
726,2,113,0.8041,0,0.5
726,4,14,0.7514,0,0.5
726,1,75,0.5999,0,0.5
726,3,38,0.3785,1,0.5
727,2,113,0.8223,0,0.5
727,4,14,0.7552,0,0.5
727,1,75,0.5833,0,0.5
727,3,38,0.4898,1,0.5
728,2,113,0.8226,0,0.5
728,4,14,0.7553,0,0.5
728,3,38,0.5325,0,0.5
728,1,75,0.5289,0,0.5
729,2,113,0.8463,0,0.5
729,4,14,0.765,0,0.5
729,3,38,0.5766,0,0.5
729,1,75,0.4683,1,0.5
730,2,113,0.8327,0,0.5
730,4,14,0.7415,0,0.5
730,3,38,0.5894,0,0.5
730,1,75,0.4126,1,0.5
731,2,113,0.8422,0,0.5
731,4,14,0.7315,0,0.5
731,3,38,0.5811,0,0.5
731,1,75,0.3872,1,0.5
732,2,113,0.8431,0,0.5
732,4,14,0.7511,0,0.5
732,3,38,0.582,0,0.5
732,1,75,0.3758,1,0.5
733,2,113,0.8512,0,0.5
733,4,14,0.7522,0,0.5
733,3,38,0.6285,0,0.5
733,1,75,0.3537,1,0.5
734,2,113,0.8453,0,0.5
734,4,14,0.7424,0,0.5
734,3,38,0.636,0,0.5
734,1,75,0.3097,1,0.5
735,2,113,0.8477,0,0.5
735,4,14,0.71,0,0.5
735,3,38,0.6368,0,0.5
735,1,75,0.2837,1,0.5
736,2,113,0.8566,0,0.5
736,4,14,0.6957,0,0.5
736,3,38,0.5781,0,0.5
736,1,75,0.2885,1,0.5
737,2,113,0.8516,0,0.5
737,4,14,0.6627,0,0.5
737,3,38,0.4774,1,0.5
737,1,75,0.3068,1,0.5
738,2,113,0.8419,0,0.5
738,4,14,0.6328,0,0.5
738,3,38,0.4181,1,0.5
738,1,75,0.3454,1,0.5
739,2,113,0.8475,0,0.5
739,4,14,0.5982,0,0.5
739,1,75,0.369,1,0.5
739,3,38,0.2867,1,0.5
740,2,113,0.8358,0,0.5
740,4,14,0.5389,0,0.5
740,1,75,0.4326,1,0.5
740,3,38,0.1802,1,0.5
741,2,113,0.8503,0,0.5
741,4,14,0.4942,1,0.5
741,1,75,0.4801,1,0.5
741,3,38,0.1102,1,0.5
742,2,113,0.8503,0,0.5
742,1,75,0.4958,1,0.5
742,4,14,0.4546,1,0.5
742,3,38,0.0414,1,0.5
743,2,113,0.8528,0,0.5
743,1,75,0.482,1,0.5
743,4,14,0.4309,1,0.5
743,3,38,0.0302,1,0.5
744,2,113,0.8654,0,0.5
744,1,75,0.4785,1,0.5
744,4,14,0.4081,1,0.5
744,3,38,0.0531,1,0.5
745,2,113,0.8643,0,0.5
745,1,75,0.5038,0,0.5
745,4,14,0.3901,1,0.5
745,3,38,0.1071,1,0.5
746,2,113,0.8639,0,0.5
746,1,75,0.4572,1,0.5
746,4,14,0.3875,1,0.5
746,3,38,0.0661,1,0.5
747,2,113,0.8607,0,0.5
747,1,75,0.4289,1,0.5
747,4,14,0.4054,1,0.5
747,3,38,0.0,1,0.5
748,2,113,0.8554,0,0.5
748,1,75,0.3738,1,0.5
748,4,14,0.3688,1,0.5
748,3,38,0.0,1,0.5
749,2,113,0.8571,0,0.5
749,4,14,0.3335,1,0.5
749,1,75,0.2765,1,0.5
749,3,38,0.0,1,0.5
750,2,113,0.823,0,0.5
750,4,14,0.7704,0,0.5
750,1,75,0.6514,0,0.5
750,3,38,0.0,1,0.5
751,2,113,0.8128,0,0.5
751,4,14,0.7814,0,0.5
751,1,75,0.6031,0,0.5
751,3,38,0.0,1,0.5
752,2,113,0.7946,0,0.5
752,4,14,0.7505,0,0.5
752,1,75,0.622,0,0.5
752,3,38,0.0,1,0.5
753,2,113,0.8097,0,0.5
753,4,14,0.7795,0,0.5
753,1,75,0.4758,1,0.5
753,3,38,0.0,1,0.5
754,2,113,0.8228,0,0.5
754,4,14,0.7853,0,0.5
754,1,75,0.4799,1,0.5
754,3,38,0.0,1,0.5
755,2,113,0.8292,0,0.5
755,4,14,0.684,0,0.5
755,1,75,0.3947,1,0.5
755,3,38,0.0,1,0.5
756,2,113,0.86,0,0.5
756,4,14,0.7104,0,0.5
756,1,75,0.5073,0,0.5
756,3,38,0.0,1,0.5
757,2,113,0.8062,0,0.5
757,4,14,0.7042,0,0.5
757,1,75,0.5972,0,0.5
757,3,38,0.0,1,0.5
758,2,113,0.8201,0,0.5
758,4,14,0.7108,0,0.5
758,1,75,0.6745,0,0.5
758,3,38,0.0,1,0.5
759,2,113,0.815,0,0.5
759,4,14,0.7382,0,0.5
759,1,75,0.6292,0,0.5
759,3,38,0.0024,1,0.5
760,4,14,0.8159,0,0.5
760,2,113,0.7512,0,0.5
760,1,75,0.7072,0,0.5
760,3,38,0.0324,1,0.5
761,4,14,0.8029,0,0.5
761,1,75,0.6988,0,0.5
761,2,113,0.6861,0,0.5
761,3,38,0.0157,1,0.5
762,1,75,0.7813,0,0.5
762,4,14,0.7627,0,0.5
762,2,113,0.6364,0,0.5
762,3,38,0.0135,1,0.5
763,4,14,0.771,0,0.5
763,1,75,0.7543,0,0.5
763,2,113,0.6451,0,0.5
763,3,38,0.012,1,0.5
764,4,14,0.7764,0,0.5
764,1,75,0.652,0,0.5
764,2,113,0.5638,0,0.5
764,3,38,0.0228,1,0.5
765,4,14,0.7895,0,0.5
765,2,113,0.7254,0,0.5
765,1,75,0.696,0,0.5
765,3,38,0.0244,1,0.5
766,4,14,0.8046,0,0.5
766,2,113,0.7589,0,0.5
766,1,75,0.7383,0,0.5
766,3,38,0.0116,1,0.5
767,2,113,0.816,0,0.5
767,4,14,0.8008,0,0.5
767,1,75,0.6986,0,0.5
767,3,38,0.0054,1,0.5
768,4,14,0.827,0,0.5
768,2,113,0.76,0,0.5
768,1,75,0.6704,0,0.5
768,3,38,0.0,1,0.5
769,4,14,0.8206,0,0.5
769,2,113,0.7979,0,0.5
769,1,75,0.5709,0,0.5
769,3,38,0.0,1,0.5
770,2,113,0.8251,0,0.5
770,4,14,0.783,0,0.5
770,1,75,0.5624,0,0.5
770,3,38,0.0,1,0.5
771,2,113,0.8192,0,0.5
771,4,14,0.7756,0,0.5
771,1,75,0.5122,0,0.5
771,3,38,0.0053,1,0.5
772,2,113,0.8527,0,0.5
772,4,14,0.804,0,0.5
772,1,75,0.5276,0,0.5
772,3,38,0.0083,1,0.5
773,2,113,0.8664,0,0.5
773,4,14,0.7913,0,0.5
773,1,75,0.4957,1,0.5
773,3,38,0.0,1,0.5
774,2,113,0.8113,0,0.5
774,4,14,0.7826,0,0.5
774,1,75,0.4821,1,0.5
774,3,38,0.0047,1,0.5
775,4,14,0.8275,0,0.5
775,2,113,0.8204,0,0.5
775,1,75,0.8107,0,0.5
775,3,38,0.0223,1,0.5
776,4,14,0.8132,0,0.5
776,1,75,0.81,0,0.5
776,2,113,0.7934,0,0.5
776,3,38,0.0409,1,0.5
777,2,113,0.8226,0,0.5
777,4,14,0.8092,0,0.5
777,1,75,0.7945,0,0.5
777,3,38,0.0646,1,0.5
778,2,113,0.8292,0,0.5
778,4,14,0.8083,0,0.5
778,1,75,0.7443,0,0.5
778,3,38,0.0185,1,0.5
779,1,75,0.8801,0,0.5
779,4,14,0.7925,0,0.5
779,2,113,0.7794,0,0.5
779,3,38,0.0005,1,0.5
780,4,14,0.8266,0,0.5
780,1,75,0.778,0,0.5
780,2,113,0.7556,0,0.5
780,3,38,0.0069,1,0.5
781,4,14,0.8178,0,0.5
781,1,75,0.8105,0,0.5
781,2,113,0.7952,0,0.5
781,3,38,0.0071,1,0.5
782,2,113,0.822,0,0.5
782,4,14,0.7996,0,0.5
782,1,75,0.712,0,0.5
782,3,38,0.0093,1,0.5
783,2,113,0.8442,0,0.5
783,1,75,0.8151,0,0.5
783,4,14,0.7636,0,0.5
783,3,38,0.0196,1,0.5
784,2,113,0.8017,0,0.5
784,1,75,0.7997,0,0.5
784,4,14,0.7736,0,0.5
784,3,38,0.0,1,0.5
785,2,113,0.8108,0,0.5
785,4,14,0.797,0,0.5
785,1,75,0.7896,0,0.5
785,3,38,0.0038,1,0.5
786,2,113,0.8227,0,0.5
786,4,14,0.798,0,0.5
786,1,75,0.7208,0,0.5
786,3,38,0.0202,1,0.5
787,2,113,0.7948,0,0.5
787,4,14,0.7869,0,0.5
787,1,75,0.7266,0,0.5
787,3,38,0.0348,1,0.5
788,2,113,0.819,0,0.5
788,4,14,0.7275,0,0.5
788,1,75,0.5018,0,0.5
788,3,38,0.0001,1,0.5
789,2,113,0.7823,0,0.5
789,4,14,0.7477,0,0.5
789,1,75,0.5228,0,0.5
789,3,38,0.0,1,0.5
790,2,113,0.8345,0,0.5
790,4,14,0.7031,0,0.5
790,1,75,0.3737,1,0.5
790,3,38,0.0001,1,0.5
791,2,113,0.8215,0,0.5
791,4,14,0.6956,0,0.5
791,1,75,0.3175,1,0.5
791,3,38,0.0132,1,0.5
792,4,14,0.8058,0,0.5
792,2,113,0.805,0,0.5
792,1,75,0.6045,0,0.5
792,3,38,0.0034,1,0.5
793,2,113,0.8287,0,0.5
793,4,14,0.7884,0,0.5
793,1,75,0.6312,0,0.5
793,3,38,0.0,1,0.5
794,2,113,0.8505,0,0.5
794,4,14,0.8096,0,0.5
794,1,75,0.7816,0,0.5
794,3,38,0.0001,1,0.5
795,2,113,0.8057,0,0.5
795,4,14,0.7906,0,0.5
795,1,75,0.765,0,0.5
795,3,38,0.0,1,0.5
796,2,113,0.8117,0,0.5
796,1,75,0.8089,0,0.5
796,4,14,0.8003,0,0.5
796,3,38,0.0042,1,0.5
797,1,75,0.8269,0,0.5
797,2,113,0.8092,0,0.5
797,4,14,0.8004,0,0.5
797,3,38,0.0,1,0.5
798,1,75,0.8731,0,0.5
798,2,113,0.8017,0,0.5
798,4,14,0.7974,0,0.5
798,3,38,0.0003,1,0.5
799,1,75,0.799,0,0.5
799,2,113,0.7872,0,0.5
799,4,14,0.7538,0,0.5
799,3,38,0.0014,1,0.5
800,1,75,0.8248,0,0.5
800,2,113,0.7114,0,0.5
800,4,14,0.6942,0,0.5
800,3,38,0.0007,1,0.5
801,1,75,0.8388,0,0.5
801,2,113,0.7687,0,0.5
801,4,14,0.6845,0,0.5
801,3,38,0.0,1,0.5
802,1,75,0.8158,0,0.5
802,2,113,0.806,0,0.5
802,4,14,0.6954,0,0.5
802,3,38,0.0,1,0.5
803,2,113,0.8803,0,0.5
803,4,14,0.803,0,0.5
803,1,75,0.7901,0,0.5
803,3,38,0.0,1,0.5
804,2,113,0.8154,0,0.5
804,4,14,0.8093,0,0.5
804,1,75,0.7691,0,0.5
804,3,38,0.0,1,0.5
805,2,113,0.8796,0,0.5
805,1,75,0.8305,0,0.5
805,4,14,0.7917,0,0.5
805,3,38,0.0,1,0.5
806,2,113,0.8454,0,0.5
806,4,14,0.7936,0,0.5
806,1,75,0.7716,0,0.5
806,3,38,0.0,1,0.5
807,1,75,0.7997,0,0.5
807,2,113,0.7992,0,0.5
807,4,14,0.7748,0,0.5
807,3,38,0.0,1,0.5
808,1,75,0.7897,0,0.5
808,4,14,0.7775,0,0.5
808,2,113,0.7483,0,0.5
808,3,38,0.0,1,0.5
809,2,113,0.8087,0,0.5
809,4,14,0.8008,0,0.5
809,1,75,0.7668,0,0.5
809,3,38,0.0,1,0.5
810,2,113,0.8519,0,0.5
810,4,14,0.8177,0,0.5
810,1,75,0.81,0,0.5
810,3,38,0.0,1,0.5
811,2,113,0.8644,0,0.5
811,1,75,0.8267,0,0.5
811,4,14,0.8138,0,0.5
811,3,38,0.0,1,0.5
812,2,113,0.8532,0,0.5
812,1,75,0.8022,0,0.5
812,4,14,0.8021,0,0.5
812,3,38,0.0,1,0.5
813,2,113,0.8432,0,0.5
813,4,14,0.7842,0,0.5
813,1,75,0.745,0,0.5
813,3,38,0.0027,1,0.5
814,2,113,0.8423,0,0.5
814,4,14,0.7525,0,0.5
814,1,75,0.7307,0,0.5
814,3,38,0.0076,1,0.5
815,2,113,0.9058,0,0.5
815,4,14,0.7715,0,0.5
815,1,75,0.7604,0,0.5
815,3,38,0.0,1,0.5
816,2,113,0.8567,0,0.5
816,4,14,0.772,0,0.5
816,1,75,0.7666,0,0.5
816,3,38,0.0005,1,0.5
817,2,113,0.8671,0,0.5
817,4,14,0.839,0,0.5
817,1,75,0.7605,0,0.5
817,3,38,0.0028,1,0.5
818,2,113,0.8622,0,0.5
818,4,14,0.8164,0,0.5
818,1,75,0.7477,0,0.5
818,3,38,0.0042,1,0.5
819,2,113,0.8939,0,0.5
819,4,14,0.8471,0,0.5
819,1,75,0.7454,0,0.5
819,3,38,0.0019,1,0.5
820,4,14,0.8817,0,0.5
820,2,113,0.8752,0,0.5
820,1,75,0.7221,0,0.5
820,3,38,0.0046,1,0.5
821,4,14,0.8777,0,0.5
821,2,113,0.8336,0,0.5
821,1,75,0.7116,0,0.5
821,3,38,0.019,1,0.5
822,4,14,0.8657,0,0.5
822,2,113,0.8152,0,0.5
822,1,75,0.7216,0,0.5
822,3,38,0.0151,1,0.5
823,4,14,0.8508,0,0.5
823,2,113,0.7982,0,0.5
823,1,75,0.7155,0,0.5
823,3,38,0.0093,1,0.5
824,4,14,0.8581,0,0.5
824,2,113,0.8111,0,0.5
824,1,75,0.7475,0,0.5
824,3,38,0.0179,1,0.5
825,4,14,0.8729,0,0.5
825,2,113,0.8052,0,0.5
825,1,75,0.7914,0,0.5
825,3,38,0.0216,1,0.5
826,4,14,0.8581,0,0.5
826,2,113,0.8011,0,0.5
826,1,75,0.7711,0,0.5
826,3,38,0.0204,1,0.5
827,4,14,0.8539,0,0.5
827,2,113,0.7949,0,0.5
827,1,75,0.7747,0,0.5
827,3,38,0.0163,1,0.5
828,4,14,0.8608,0,0.5
828,2,113,0.7886,0,0.5
828,1,75,0.764,0,0.5
828,3,38,0.0177,1,0.5
829,4,14,0.8657,0,0.5
829,2,113,0.7815,0,0.5
829,1,75,0.777,0,0.5
829,3,38,0.0143,1,0.5
830,4,14,0.866,0,0.5
830,1,75,0.7833,0,0.5
830,2,113,0.7784,0,0.5
830,3,38,0.0114,1,0.5
831,4,14,0.8767,0,0.5
831,1,75,0.7865,0,0.5
831,2,113,0.7859,0,0.5
831,3,38,0.0141,1,0.5
832,4,14,0.8746,0,0.5
832,1,75,0.7841,0,0.5
832,2,113,0.783,0,0.5
832,3,38,0.0156,1,0.5
833,4,14,0.8721,0,0.5
833,2,113,0.7835,0,0.5
833,1,75,0.7568,0,0.5
833,3,38,0.0131,1,0.5
834,4,14,0.8672,0,0.5
834,2,113,0.7843,0,0.5
834,1,75,0.7404,0,0.5
834,3,38,0.018,1,0.5
835,4,14,0.8651,0,0.5
835,2,113,0.7835,0,0.5
835,1,75,0.767,0,0.5
835,3,38,0.0161,1,0.5
836,4,14,0.8609,0,0.5
836,2,113,0.7802,0,0.5
836,1,75,0.7614,0,0.5
836,3,38,0.0186,1,0.5
837,4,14,0.8642,0,0.5
837,1,75,0.7791,0,0.5
837,2,113,0.7787,0,0.5
837,3,38,0.0068,1,0.5
838,4,14,0.8676,0,0.5
838,1,75,0.7896,0,0.5
838,2,113,0.7798,0,0.5
838,3,38,0.0017,1,0.5
839,4,14,0.8666,0,0.5
839,1,75,0.7857,0,0.5
839,2,113,0.7755,0,0.5
839,3,38,0.0005,1,0.5
840,4,14,0.8691,0,0.5
840,1,75,0.7891,0,0.5
840,2,113,0.7787,0,0.5
840,3,38,0.0027,1,0.5
841,4,14,0.8696,0,0.5
841,1,75,0.7828,0,0.5
841,2,113,0.7769,0,0.5
841,3,38,0.0025,1,0.5
842,4,14,0.8613,0,0.5
842,1,75,0.7936,0,0.5
842,2,113,0.7767,0,0.5
842,3,38,0.0005,1,0.5
843,4,14,0.8709,0,0.5
843,1,75,0.7786,0,0.5
843,2,113,0.7733,0,0.5
843,3,38,0.0002,1,0.5
844,4,14,0.8406,0,0.5
844,1,75,0.7905,0,0.5
844,2,113,0.7768,0,0.5
844,3,38,0.0008,1,0.5
845,4,14,0.8326,0,0.5
845,1,75,0.7861,0,0.5
845,2,113,0.7812,0,0.5
845,3,38,0.0002,1,0.5
846,4,14,0.8392,0,0.5
846,2,113,0.7764,0,0.5
846,1,75,0.7411,0,0.5
846,3,38,0.0,1,0.5
847,4,14,0.8275,0,0.5
847,2,113,0.7809,0,0.5
847,1,75,0.7671,0,0.5
847,3,38,0.0,1,0.5
848,4,14,0.8189,0,0.5
848,2,113,0.8001,0,0.5
848,1,75,0.7404,0,0.5
848,3,38,0.0,1,0.5
849,4,14,0.8412,0,0.5
849,2,113,0.7819,0,0.5
849,1,75,0.7055,0,0.5
849,3,38,0.0016,1,0.5
850,2,113,0.8121,0,0.5
850,4,14,0.7957,0,0.5
850,1,75,0.7448,0,0.5
850,3,38,0.0008,1,0.5
851,4,14,0.7872,0,0.5
851,2,113,0.7841,0,0.5
851,1,75,0.7121,0,0.5
851,3,38,0.002,1,0.5
852,4,14,0.7989,0,0.5
852,2,113,0.7891,0,0.5
852,1,75,0.7747,0,0.5
852,3,38,0.0,1,0.5
853,2,113,0.7884,0,0.5
853,1,75,0.7864,0,0.5
853,4,14,0.7799,0,0.5
853,3,38,0.0,1,0.5
854,2,113,0.7957,0,0.5
854,1,75,0.7891,0,0.5
854,4,14,0.7789,0,0.5
854,3,38,0.0004,1,0.5
855,2,113,0.8365,0,0.5
855,1,75,0.7626,0,0.5
855,4,14,0.7542,0,0.5
855,3,38,0.0005,1,0.5
856,2,113,0.8188,0,0.5
856,1,75,0.7173,0,0.5
856,4,14,0.7022,0,0.5
856,3,38,0.0058,1,0.5
857,2,113,0.7947,0,0.5
857,4,14,0.7714,0,0.5
857,1,75,0.6656,0,0.5
857,3,38,0.001,1,0.5
858,2,113,0.8053,0,0.5
858,4,14,0.7705,0,0.5
858,1,75,0.7158,0,0.5
858,3,38,0.0164,1,0.5
859,2,113,0.795,0,0.5
859,1,75,0.78,0,0.5
859,4,14,0.7151,0,0.5
859,3,38,0.0,1,0.5
860,2,113,0.7791,0,0.5
860,1,75,0.7509,0,0.5
860,4,14,0.7278,0,0.5
860,3,38,0.0057,1,0.5
861,1,75,0.8107,0,0.5
861,2,113,0.7791,0,0.5
861,4,14,0.7513,0,0.5
861,3,38,0.0051,1,0.5
862,1,75,0.8142,0,0.5
862,2,113,0.7799,0,0.5
862,4,14,0.7631,0,0.5
862,3,38,0.006,1,0.5
863,2,113,0.7807,0,0.5
863,4,14,0.7632,0,0.5
863,1,75,0.7126,0,0.5
863,3,38,0.0004,1,0.5
864,2,113,0.7793,0,0.5
864,4,14,0.7656,0,0.5
864,1,75,0.7107,0,0.5
864,3,38,0.004,1,0.5
865,2,113,0.7708,0,0.5
865,4,14,0.7602,0,0.5
865,1,75,0.7488,0,0.5
865,3,38,0.0016,1,0.5
866,2,113,0.7833,0,0.5
866,4,14,0.7669,0,0.5
866,1,75,0.7021,0,0.5
866,3,38,0.001,1,0.5
867,2,113,0.7829,0,0.5
867,4,14,0.7738,0,0.5
867,1,75,0.7291,0,0.5
867,3,38,0.0044,1,0.5
868,2,113,0.7825,0,0.5
868,4,14,0.7702,0,0.5
868,1,75,0.6894,0,0.5
868,3,38,0.0092,1,0.5
869,2,113,0.7872,0,0.5
869,4,14,0.7447,0,0.5
869,1,75,0.7002,0,0.5
869,3,38,0.0113,1,0.5
870,1,75,0.7956,0,0.5
870,2,113,0.786,0,0.5
870,4,14,0.7474,0,0.5
870,3,38,0.002,1,0.5
871,2,113,0.7842,0,0.5
871,1,75,0.7499,0,0.5
871,4,14,0.7443,0,0.5
871,3,38,0.0095,1,0.5
872,2,113,0.7931,0,0.5
872,1,75,0.7544,0,0.5
872,4,14,0.7428,0,0.5
872,3,38,0.0073,1,0.5
873,2,113,0.7937,0,0.5
873,1,75,0.7716,0,0.5
873,4,14,0.7456,0,0.5
873,3,38,0.0011,1,0.5
874,1,75,0.8318,0,0.5
874,2,113,0.7908,0,0.5
874,4,14,0.7075,0,0.5
874,3,38,0.0324,1,0.5
875,1,75,0.8546,0,0.5
875,2,113,0.7914,0,0.5
875,4,14,0.7115,0,0.5
875,3,38,0.0629,1,0.5
876,1,75,0.8428,0,0.5
876,2,113,0.7945,0,0.5
876,4,14,0.7206,0,0.5
876,3,38,0.0591,1,0.5
877,1,75,0.8622,0,0.5
877,2,113,0.7823,0,0.5
877,4,14,0.7303,0,0.5
877,3,38,0.0118,1,0.5
878,1,75,0.8515,0,0.5
878,2,113,0.7825,0,0.5
878,4,14,0.7298,0,0.5
878,3,38,0.0119,1,0.5
879,1,75,0.9059,0,0.5
879,2,113,0.7876,0,0.5
879,4,14,0.7347,0,0.5
879,3,38,0.0115,1,0.5
880,1,75,0.8885,0,0.5
880,2,113,0.78,0,0.5
