abs_frame,local_frame,block_id,label,logit_score,continuity_score,ref_iou_score,combined_score,flagged,area_px,area_ratio,centroid_jump,reason
930,180,1,brownish,0.1,0.9922,0.8581,0.5951,0,3805,0.985,0.9,ok
930,180,1,orange,0.1,0.9537,0.9346,0.6065,0,70235,1.044,6.9,ok
930,180,1,spotted,0.1,0.9963,0.0,0.3389,1,7005,1.001,0.6,ok
931,181,1,darkest,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
931,181,1,brownish,0.1,0.9967,0.8627,0.5978,0,3780,0.993,0.2,ok
931,181,1,orange,0.1,0.9598,0.9145,0.6023,0,67062,0.955,6.0,ok
931,181,1,spotted,0.1,0.9962,0.0,0.3389,1,7042,1.005,0.6,ok
932,182,1,darkest,0.1,1.0,0.0,0.34,1,39600,1.0,,no_prev
932,182,1,brownish,0.1,0.994,0.8803,0.6023,0,3735,0.988,0.8,ok
932,182,1,orange,0.1,0.9677,0.9015,0.6008,0,66099,0.986,4.8,ok
932,182,1,spotted,0.1,0.9973,0.0,0.3392,1,7080,1.005,0.3,ok
933,183,1,darkest,0.1,0.7573,0.0,0.2672,1,47130,1.19,36.4,ok
933,183,1,brownish,0.1,0.997,0.8875,0.6054,0,3713,0.994,0.2,ok
933,183,1,orange,0.1,0.8586,0.8203,0.5437,0,61207,0.926,21.2,ok
933,183,1,spotted,0.1,0.9956,0.0,0.3387,1,7107,1.004,0.7,ok
934,184,1,darkest,0.1,0.0,0.0,0.04,1,50665,1.075,1140.8,centroid_jump
934,184,1,brownish,0.1,0.9977,0.893,0.6072,0,3696,0.995,0.3,ok
934,184,1,orange,0.1,0.8602,0.7692,0.5288,0,57289,0.936,21.0,ok
934,184,1,spotted,0.1,0.9936,0.0,0.3381,1,7098,0.999,1.0,ok
935,185,1,darkest,0.1,0.0,0.0,0.04,1,58312,1.151,1118.8,centroid_jump
935,185,1,brownish,0.1,0.9908,0.8691,0.598,0,3629,0.982,1.2,ok
935,185,1,orange,0.1,0.9059,0.7108,0.525,0,53385,0.932,14.1,ok
935,185,1,spotted,0.1,0.9958,0.0,0.3387,1,7116,1.003,0.6,ok
936,186,1,darkest,0.1,0.973,0.0,0.3319,1,59514,1.021,4.0,ok
936,186,1,brownish,0.1,0.991,0.8373,0.5885,0,3585,0.988,1.4,ok
936,186,1,orange,0.1,0.9047,0.6834,0.5164,0,50665,0.949,14.3,ok
936,186,1,spotted,0.1,0.9938,0.0,0.3381,1,7138,1.003,0.9,ok
937,187,1,darkest,0.1,0.0,0.0,0.04,1,30709,0.516,998.6,centroid_jump
937,187,1,brownish,0.1,0.9865,0.8077,0.5783,0,3491,0.974,0.9,ok
937,187,1,orange,0.1,0.9659,0.685,0.5353,0,51398,1.014,5.1,ok
937,187,1,spotted,0.1,0.9807,0.0,0.3342,1,7413,1.039,1.6,ok
938,188,1,darkest,0.1,0.8291,0.0,0.2887,1,33974,1.106,25.6,ok
938,188,1,brownish,0.1,0.9887,0.7803,0.5707,0,3570,1.023,0.7,ok
938,188,1,orange,0.1,0.8571,0.6569,0.4942,0,47469,0.924,21.4,ok
938,188,1,spotted,0.1,0.987,0.0,0.3361,1,7330,0.989,2.0,ok
939,189,1,darkest,0.1,0.788,0.0,0.2764,1,28113,0.827,31.8,ok
939,189,1,brownish,0.1,0.9847,0.7569,0.5625,0,3679,1.031,1.4,ok
939,189,1,orange,0.1,0.8857,0.6244,0.493,0,45283,0.954,17.2,ok
939,189,1,spotted,0.1,0.9767,0.0,0.333,1,7671,1.047,1.6,ok
940,190,1,darkest,0.1,0.2423,0.0,0.1127,1,31655,1.126,113.7,ok
940,190,1,brownish,0.1,0.9798,0.7881,0.5704,0,3536,0.961,2.6,ok
940,190,1,orange,0.1,0.9617,0.6061,0.5103,0,44352,0.979,5.7,ok
940,190,1,spotted,0.1,0.9891,0.0,0.3367,1,7838,1.022,1.0,ok
941,191,1,darkest,0.1,0.7112,0.0,0.2534,1,27090,0.856,43.3,ok
941,191,1,brownish,0.1,0.9979,0.787,0.5754,0,3521,0.996,0.2,ok
941,191,1,orange,0.1,0.9828,0.5982,0.5143,0,43662,0.984,2.6,ok
941,191,1,spotted,0.1,0.9914,0.0,0.3374,1,7705,0.983,1.3,ok
942,192,1,darkest,0.1,0.8332,0.0,0.29,1,30531,1.127,25.0,ok
942,192,1,brownish,0.1,0.9892,0.7727,0.5686,0,3597,1.022,1.2,ok
942,192,1,orange,0.1,0.9592,0.5817,0.5023,0,42513,0.974,6.1,ok
942,192,1,spotted,0.1,0.9971,0.0,0.3391,1,7704,1.0,0.4,ok
943,193,1,darkest,0.1,0.4808,0.0,0.1842,1,28986,0.949,77.9,ok
943,193,1,brownish,0.1,0.9946,0.7673,0.5686,0,3636,1.011,0.6,ok
943,193,1,orange,0.1,0.9775,0.5915,0.5107,0,43111,1.014,3.4,ok
943,193,1,spotted,0.1,0.9974,0.0,0.3392,1,7732,1.004,0.4,ok
944,194,1,darkest,0.1,0.739,0.0,0.2617,1,19045,0.657,16.8,ok
944,194,1,brownish,0.1,0.9931,0.7547,0.5644,0,3686,1.014,0.8,ok
944,194,1,orange,0.1,0.9754,0.5893,0.5094,0,42918,0.996,3.7,ok
944,194,1,spotted,0.1,0.9928,0.0,0.3378,1,7768,1.005,1.1,ok
945,195,1,darkest,0.1,0.7681,0.0,0.2704,1,22519,1.182,34.8,ok
945,195,1,brownish,0.1,0.9977,0.7486,0.5639,0,3691,1.001,0.3,ok
945,195,1,orange,0.1,0.7865,0.6162,0.4608,0,46213,1.077,32.0,ok
945,195,1,spotted,0.1,0.985,0.0,0.3355,1,8001,1.03,0.5,ok
946,196,1,darkest,0.1,0.8322,0.0,0.2897,1,20267,0.9,25.2,ok
946,196,1,brownish,0.1,0.9965,0.7499,0.5639,0,3665,0.993,0.4,ok
946,196,1,orange,0.1,0.9403,0.6061,0.5039,0,44542,0.964,9.0,ok
946,196,1,spotted,0.1,0.9937,0.0,0.3381,1,8005,1.0,1.0,ok
947,197,1,darkest,0.1,0.8587,0.0,0.2976,1,18907,0.933,21.2,ok
947,197,1,brownish,0.1,0.9954,0.7386,0.5602,0,3694,1.008,0.7,ok
947,197,1,orange,0.1,0.9933,0.6066,0.52,0,44481,0.999,1.0,ok
947,197,1,spotted,0.1,0.9922,0.0,0.3376,1,7936,0.991,1.2,ok
948,198,1,darkest,0.1,0.8822,0.0,0.3047,1,15663,0.828,17.7,ok
948,198,1,brownish,0.1,0.9962,0.7386,0.5604,0,3701,1.002,0.6,ok
948,198,1,orange,0.1,0.9101,0.6004,0.4932,0,43474,0.977,13.5,ok
948,198,1,spotted,0.1,0.9901,0.0,0.337,1,7827,0.986,1.5,ok
949,199,1,darkest,0.1,0.8839,0.0,0.3052,1,14194,0.906,17.4,ok
949,199,1,brownish,0.1,0.9699,0.7533,0.557,0,3491,0.943,1.8,ok
949,199,1,orange,0.1,0.9722,0.6046,0.513,0,43202,0.994,4.2,ok
949,199,1,spotted,0.1,0.9777,0.0,0.3333,1,7556,0.965,3.3,ok
950,200,1,darkest,0.1,0.8761,0.0,0.3028,1,12550,0.884,18.6,ok
950,200,1,brownish,0.1,0.9899,0.7406,0.5592,0,3422,0.98,0.6,ok
950,200,1,orange,0.1,0.6635,0.6555,0.4357,0,48746,1.128,50.5,ok
950,200,1,spotted,0.1,0.9848,0.0,0.3354,1,7366,0.975,2.3,ok
951,201,1,darkest,0.1,0.9236,0.0,0.3171,1,12825,1.022,11.5,ok
951,201,1,brownish,0.1,0.993,0.7191,0.5536,0,3448,1.008,1.0,ok
951,201,1,orange,0.1,0.857,0.6918,0.5046,0,52137,1.07,21.5,ok
951,201,1,spotted,0.1,0.9472,0.0,0.3241,1,6662,0.904,3.4,ok
952,202,1,darkest,0.1,0.8975,0.0,0.3093,1,12139,0.947,15.4,ok
952,202,1,brownish,0.1,0.9913,0.7198,0.5533,0,3389,0.983,0.7,ok
952,202,1,orange,0.1,0.9325,0.6175,0.505,0,45938,0.881,1.5,ok
952,202,1,spotted,0.1,0.9742,0.0,0.3323,1,6950,1.043,3.9,ok
953,203,1,darkest,0.1,0.866,0.0,0.2998,1,11639,0.959,20.1,ok
953,203,1,brownish,0.1,0.9969,0.7027,0.5499,0,3393,1.001,0.5,ok
953,203,1,orange,0.1,0.7421,0.5719,0.4342,0,41817,0.91,38.7,ok
953,203,1,spotted,0.1,0.984,0.0,0.3352,1,7143,1.028,2.4,ok
954,204,1,darkest,0.1,0.8078,0.0,0.2823,1,12100,1.04,28.8,ok
954,204,1,brownish,0.1,0.9901,0.7097,0.5499,0,3327,0.981,0.9,ok
954,204,1,orange,0.1,0.7966,0.6465,0.4729,0,47642,1.139,30.5,ok
954,204,1,spotted,0.1,0.9784,0.0,0.3335,1,7335,1.027,3.2,ok
955,205,1,darkest,0.1,0.7584,0.0,0.2675,1,11232,0.928,36.2,ok
955,205,1,brownish,0.1,0.9919,0.7156,0.5523,0,3381,1.016,0.3,ok
955,205,1,orange,0.1,0.9644,0.6771,0.5324,0,50385,1.058,5.3,ok
955,205,1,spotted,0.1,0.9911,0.0,0.3373,1,7207,0.983,0.9,ok
956,206,1,darkest,0.1,0.8007,0.0,0.2802,1,11035,0.982,29.9,ok
956,206,1,brownish,0.1,0.9948,0.7162,0.5533,0,3416,1.01,0.5,ok
956,206,1,orange,0.1,0.9238,0.7776,0.5504,0,58066,1.152,2.2,ok
956,206,1,spotted,0.1,0.9839,0.0,0.3352,1,7187,0.997,2.4,ok
957,207,1,darkest,0.1,0.6974,0.0,0.2492,1,10106,0.916,45.4,ok
957,207,1,brownish,0.1,0.9769,0.7024,0.5438,0,3574,1.046,2.3,ok
957,207,1,orange,0.1,0.9577,0.8418,0.5799,0,62780,1.081,6.3,ok
957,207,1,spotted,0.1,0.9952,0.0,0.3386,1,7178,0.999,0.7,ok
958,208,1,darkest,0.1,0.7501,0.0,0.265,1,11874,1.175,37.5,ok
958,208,1,brownish,0.1,0.9963,0.7088,0.5515,0,3595,1.006,0.6,ok
958,208,1,orange,0.1,0.9303,0.9049,0.5906,0,67138,1.069,10.5,ok
958,208,1,spotted,0.1,0.994,0.0,0.3382,1,7159,0.997,0.9,ok
959,209,1,darkest,0.1,0.7321,0.0,0.2596,1,10435,0.879,40.2,ok
959,209,1,brownish,0.1,0.982,0.7409,0.5569,0,3470,0.965,1.8,ok
959,209,1,orange,0.1,0.9592,0.9342,0.608,0,69452,1.034,6.1,ok
959,209,1,spotted,0.1,0.9965,0.0,0.3389,1,7156,1.0,0.5,ok
960,210,1,darkest,0.1,0.7242,0.0,0.2573,1,9935,0.952,41.4,ok
960,210,1,brownish,0.1,0.9896,0.7613,0.5653,0,3496,1.007,1.6,ok
960,210,1,orange,0.1,0.9968,0.9325,0.6188,0,69008,0.994,0.2,ok
960,210,1,spotted,0.1,0.9973,0.0,0.3392,1,7158,1.0,0.4,ok
961,211,1,darkest,0.1,0.7179,0.0,0.2554,1,9740,0.98,42.3,ok
961,211,1,brownish,0.1,0.9858,0.7273,0.5539,0,3553,1.016,2.1,ok
961,211,1,orange,0.1,0.9967,0.9324,0.6187,0,68931,0.999,0.5,ok
961,211,1,spotted,0.1,0.9979,0.0,0.3394,1,7171,1.002,0.3,ok
962,212,1,darkest,0.1,0.7793,0.0,0.2738,1,10823,1.111,33.1,ok
962,212,1,brownish,0.1,0.9805,0.6391,0.5259,0,3586,1.009,2.9,ok
962,212,1,orange,0.1,0.9979,0.9329,0.6192,0,68919,1.0,0.3,ok
962,212,1,spotted,0.1,0.9963,0.0,0.3389,1,7199,1.004,0.6,ok
963,213,1,darkest,0.1,0.7275,0.0,0.2582,1,10087,0.932,40.9,ok
963,213,1,brownish,0.1,0.9672,0.5229,0.487,0,3468,0.967,4.9,ok
963,213,1,orange,0.1,0.9993,0.9336,0.6199,0,68951,1.0,0.1,ok
963,213,1,spotted,0.1,0.9915,0.0,0.3375,1,7321,1.017,0.4,ok
964,214,1,darkest,0.1,0.7423,0.0,0.2627,1,10446,1.036,38.7,ok
964,214,1,brownish,0.1,0.9509,0.3365,0.4262,0,3552,1.024,7.4,ok
964,214,1,orange,0.1,0.9993,0.9338,0.6199,0,68983,1.0,0.1,ok
964,214,1,spotted,0.1,0.9781,0.0,0.3334,1,7641,1.044,2.7,ok
965,215,1,darkest,0.1,0.7983,0.0,0.2795,1,9871,0.945,30.3,ok
965,215,1,brownish,0.1,0.9463,0.2248,0.3913,0,3886,1.094,8.1,ok
965,215,1,orange,0.1,0.9983,0.9335,0.6195,0,68967,1.0,0.3,ok
965,215,1,spotted,0.1,0.9901,0.0,0.337,1,7792,1.02,1.5,ok
966,216,1,darkest,0.1,0.7577,0.0,0.2673,1,9761,0.989,36.4,ok
966,216,1,brownish,0.1,0.9401,0.1419,0.3646,0,3740,0.962,9.0,ok
966,216,1,orange,0.1,0.9981,0.9343,0.6197,0,69059,1.001,0.3,ok
966,216,1,spotted,0.1,0.9921,0.0,0.3376,1,7850,1.007,1.2,ok
967,217,1,darkest,0.1,0.8242,0.0,0.2872,1,9371,0.96,26.4,ok
967,217,1,brownish,0.1,0.9382,0.0895,0.3483,1,3593,0.961,9.3,ok
967,217,1,orange,0.1,0.9992,0.9336,0.6198,0,68980,0.999,0.1,ok
967,217,1,spotted,0.1,0.9952,0.0,0.3385,1,7926,1.01,0.5,ok
968,218,1,darkest,0.1,0.8079,0.0002,0.2824,1,9739,1.039,28.8,ok
968,218,1,brownish,0.1,0.9393,0.0282,0.3302,1,3662,1.019,9.1,ok
968,218,1,orange,0.1,0.999,0.9346,0.6201,0,69090,1.002,0.2,ok
968,218,1,spotted,0.1,0.997,0.0,0.3391,1,7900,0.997,0.5,ok
969,219,1,darkest,0.1,0.835,0.0005,0.2907,1,8961,0.92,24.8,ok
969,219,1,brownish,0.1,0.9343,0.0,0.3203,1,3888,1.062,9.8,ok
969,219,1,orange,0.1,0.9886,0.9303,0.6157,0,68779,0.995,1.7,ok
969,219,1,spotted,0.1,0.9966,0.0,0.339,1,7846,0.993,0.4,ok
970,220,1,darkest,0.1,0.8726,0.0006,0.302,1,8323,0.929,19.1,ok
970,220,1,brownish,0.1,0.9106,0.0,0.3132,1,3859,0.993,13.4,ok
970,220,1,orange,0.1,0.915,0.8982,0.5839,0,66323,0.964,12.8,ok
970,220,1,spotted,0.1,0.9906,0.0,0.3372,1,7714,0.983,1.4,ok
971,221,1,darkest,0.1,0.8813,0.0006,0.3046,1,7757,0.932,17.8,ok
971,221,1,brownish,0.1,0.9022,0.0,0.3107,1,4106,1.064,14.7,ok
971,221,1,orange,0.1,0.9749,0.887,0.5986,0,65433,0.987,3.8,ok
971,221,1,spotted,0.1,0.9927,0.0,0.3378,1,7826,1.015,0.6,ok
972,222,1,darkest,0.1,0.8335,0.0006,0.2902,1,7191,0.927,25.0,ok
972,222,1,brownish,0.1,0.8868,0.0,0.306,1,3965,0.966,17.0,ok
972,222,1,orange,0.1,0.947,0.8645,0.5834,0,63975,0.978,8.0,ok
972,222,1,spotted,0.1,0.9877,0.0,0.3363,1,7638,0.976,0.4,ok
973,223,1,darkest,0.1,0.8705,0.0006,0.3013,1,6844,0.952,19.4,ok
973,223,1,brownish,0.1,0.9079,0.0,0.3124,1,3842,0.969,13.8,ok
973,223,1,orange,0.1,0.8524,0.8093,0.5385,0,59945,0.937,22.1,ok
973,223,1,spotted,0.1,0.9921,0.0,0.3376,1,7758,1.016,0.7,ok
974,224,1,darkest,0.1,0.8917,0.0006,0.3077,1,7238,1.058,16.2,ok
974,224,1,brownish,0.1,0.904,0.0,0.3112,1,3938,1.025,14.4,ok
974,224,1,orange,0.1,0.9778,0.8062,0.5752,0,59758,0.997,3.3,ok
974,224,1,spotted,0.1,0.9908,0.0,0.3372,1,7618,0.982,1.1,ok
975,225,1,darkest,0.1,0.8798,0.0006,0.3041,1,7542,1.042,18.0,ok
975,225,1,brownish,0.1,0.875,0.0,0.3025,1,4097,1.04,18.8,ok
975,225,1,orange,0.1,0.9769,0.7991,0.5728,0,59130,0.989,3.5,ok
975,225,1,spotted,0.1,0.9886,0.0,0.3366,1,7791,1.023,0.6,ok
976,226,1,darkest,0.1,0.8904,0.0006,0.3073,1,7204,0.955,16.4,ok
976,226,1,brownish,0.1,0.89,0.0,0.307,1,4196,1.024,16.5,ok
976,226,1,orange,0.1,0.9919,0.7958,0.5763,0,58828,0.995,1.2,ok
976,226,1,spotted,0.1,0.9849,0.0,0.3355,1,7827,1.005,2.3,ok
977,227,1,darkest,0.1,0.9364,0.0,0.3209,1,7632,1.059,9.5,ok
977,227,1,brownish,0.1,0.9224,0.0,0.3167,1,4375,1.043,11.6,ok
977,227,1,orange,0.1,0.9357,0.7702,0.5518,0,57320,0.974,9.6,ok
977,227,1,spotted,0.1,0.9918,0.0,0.3375,1,7897,1.009,1.2,ok
978,228,1,darkest,0.1,0.9318,0.0,0.3195,1,7483,0.98,10.2,ok
978,228,1,brownish,0.1,0.9145,0.0,0.3144,1,4146,0.948,12.8,ok
978,228,1,orange,0.1,0.9717,0.7594,0.5593,0,56555,0.987,4.3,ok
978,228,1,spotted,0.1,0.9942,0.0,0.3383,1,7916,1.002,0.9,ok
979,229,1,darkest,0.1,0.9358,0.0,0.3207,1,7399,0.989,9.6,ok
979,229,1,brownish,0.1,0.9208,0.0,0.3162,1,4041,0.975,11.9,ok
979,229,1,orange,0.1,0.9652,0.7486,0.5541,0,55734,0.985,5.2,ok
979,229,1,spotted,0.1,0.9981,0.0,0.3394,1,7937,1.003,0.3,ok
980,230,1,darkest,0.1,0.9419,0.0,0.3226,1,7284,0.984,8.7,ok
980,230,1,brownish,0.1,0.921,0.0,0.3163,1,4522,1.119,11.9,ok
980,230,1,orange,0.1,0.9885,0.7487,0.5611,0,55924,1.003,1.7,ok
980,230,1,spotted,0.1,0.9962,0.0,0.3389,1,7892,0.994,0.6,ok
981,231,1,darkest,0.1,0.9318,0.0,0.3195,1,7886,1.083,10.2,ok
981,231,1,brownish,0.1,0.9228,0.0,0.3168,1,4419,0.977,11.6,ok
981,231,1,orange,0.1,0.6998,0.8572,0.5071,0,65197,1.166,45.0,ok
981,231,1,spotted,0.1,0.9907,0.0,0.3372,1,7964,1.009,1.4,ok
982,232,1,darkest,0.1,0.9687,0.0,0.3306,1,7551,0.958,4.7,ok
982,232,1,brownish,0.1,0.9219,0.0,0.3166,1,4611,1.043,11.7,ok
982,232,1,orange,0.1,0.8807,0.9016,0.5747,0,66963,1.027,17.9,ok
982,232,1,spotted,0.1,0.9546,0.0,0.3264,1,7662,0.962,6.8,ok
983,233,1,darkest,0.1,0.9719,0.0,0.3316,1,7196,0.953,4.2,ok
983,233,1,brownish,0.1,0.9224,0.0,0.3167,1,4552,0.987,11.6,ok
983,233,1,orange,0.1,0.9747,0.909,0.6051,0,67361,1.006,3.8,ok
983,233,1,spotted,0.1,0.9568,0.0,0.327,1,7983,1.042,6.5,ok
984,234,1,darkest,0.1,0.9676,0.0,0.3303,1,7355,1.022,4.9,ok
984,234,1,brownish,0.1,0.9053,0.0,0.3116,1,5222,1.147,14.2,ok
984,234,1,orange,0.1,0.9864,0.9155,0.6106,0,67867,1.008,2.0,ok
984,234,1,spotted,0.1,0.9556,0.0,0.3267,1,8559,1.072,6.7,ok
985,235,1,darkest,0.1,0.9807,0.0,0.3342,1,7639,1.039,2.9,ok
985,235,1,brownish,0.1,0.9096,0.0,0.3129,1,4830,0.925,13.6,ok
985,235,1,orange,0.1,0.9352,0.8917,0.5881,0,66568,0.981,9.7,ok
985,235,1,spotted,0.1,0.9528,0.0,0.3258,1,8632,1.009,7.1,ok
986,236,1,darkest,0.1,0.9776,0.0,0.3333,1,7744,1.014,3.4,ok
986,236,1,brownish,0.1,0.9349,0.0,0.3205,1,4716,0.976,9.8,ok
986,236,1,orange,0.1,0.8791,0.8453,0.5573,0,63241,0.95,18.1,ok
986,236,1,spotted,0.1,0.9643,0.0,0.3293,1,9249,1.071,3.9,ok
987,237,1,darkest,0.1,0.9644,0.0,0.3293,1,7719,0.997,5.3,ok
987,237,1,brownish,0.1,0.9504,0.0,0.3251,1,4865,1.032,7.4,ok
987,237,1,orange,0.1,0.9478,0.8254,0.572,0,61597,0.974,7.8,ok
987,237,1,spotted,0.1,0.9713,0.0,0.3314,1,9509,1.028,4.3,ok
988,238,1,darkest,0.1,0.976,0.0,0.3328,1,7580,0.982,3.6,ok
988,238,1,brownish,0.1,0.9076,0.0,0.3123,1,5594,1.15,13.9,ok
988,238,1,orange,0.1,0.9751,0.8148,0.577,0,62228,1.01,3.7,ok
988,238,1,spotted,0.1,0.9777,0.0,0.3333,1,9698,1.02,3.3,ok
989,239,1,darkest,0.1,0.9767,0.0,0.333,1,7745,1.022,3.5,ok
989,239,1,brownish,0.1,0.9586,0.0,0.3276,1,5449,0.974,6.2,ok
989,239,1,orange,0.1,0.9816,0.8067,0.5765,0,61653,0.991,2.8,ok
989,239,1,spotted,0.1,0.9527,0.0,0.3258,1,9134,0.942,7.1,ok
990,240,1,darkest,0.1,0.9582,0.0,0.3275,1,8392,1.084,3.1,ok
990,240,1,brownish,0.1,0.9567,0.0,0.327,1,5290,0.971,6.5,ok
990,240,1,orange,0.1,0.9979,0.8049,0.5809,0,61559,0.998,0.3,ok
990,240,1,spotted,0.1,0.9716,0.0,0.3315,1,8994,0.985,4.3,ok
991,241,1,darkest,0.1,0.976,0.0,0.3328,1,8725,1.04,3.6,ok
991,241,1,brownish,0.1,0.9357,0.0,0.3207,1,4687,0.886,7.4,ok
991,241,1,orange,0.1,0.9884,0.8009,0.5768,0,61240,0.995,1.7,ok
991,241,1,spotted,0.1,0.9771,0.0,0.3331,1,9114,1.013,3.4,ok
992,242,1,darkest,0.1,0.9606,0.0,0.3282,1,9413,1.079,2.7,ok
992,242,1,brownish,0.1,0.9489,0.0,0.3247,1,4748,1.013,7.7,ok
992,242,1,orange,0.1,0.9713,0.8086,0.574,0,61870,1.01,4.3,ok
992,242,1,spotted,0.1,0.9581,0.0,0.3274,1,9609,1.054,6.3,ok
993,243,1,darkest,0.1,0.9781,0.0,0.3334,1,9591,1.019,3.3,ok
993,243,1,brownish,0.1,0.9006,0.0,0.3102,1,5692,1.199,14.9,ok
993,243,1,orange,0.1,0.9829,0.801,0.5752,0,61340,0.991,2.6,ok
993,243,1,spotted,0.1,0.9519,0.0,0.3256,1,10193,1.061,7.2,ok
994,244,1,darkest,0.1,0.9846,0.0,0.3354,1,9840,1.026,2.3,ok
994,244,1,brownish,0.1,0.8888,0.0,0.3066,1,6442,1.132,16.7,ok
994,244,1,orange,0.1,0.9337,0.7704,0.5512,0,59349,0.968,9.9,ok
994,244,1,spotted,0.1,0.9616,0.0,0.3285,1,10248,1.005,5.8,ok
995,245,1,darkest,0.1,0.9794,0.0,0.3338,1,10005,1.017,3.1,ok
995,245,1,brownish,0.1,0.8942,0.0,0.3083,1,5317,0.825,7.7,ok
995,245,1,orange,0.1,0.9752,0.758,0.56,0,58695,0.989,3.7,ok
995,245,1,spotted,0.1,0.9613,0.0,0.3284,1,10524,1.027,5.8,ok
996,246,1,darkest,0.1,0.9707,0.0,0.3312,1,10592,1.059,2.0,ok
996,246,1,brownish,0.1,0.943,0.0,0.3229,1,5508,1.036,8.5,ok
996,246,1,orange,0.1,0.9459,0.7301,0.5428,0,56761,0.967,8.1,ok
996,246,1,spotted,0.1,0.9753,0.0,0.3326,1,10581,1.005,3.7,ok
997,247,1,darkest,0.1,0.9813,0.0,0.3344,1,10989,1.037,1.9,ok
997,247,1,brownish,0.1,0.7866,0.0,0.276,1,7859,1.427,26.7,ok
997,247,1,orange,0.1,0.9102,0.6842,0.5183,0,51843,0.913,13.5,ok
997,247,1,spotted,0.1,0.9756,0.0,0.3327,1,10608,1.003,3.7,ok
998,248,1,darkest,0.1,0.9749,0.0,0.3325,1,11541,1.05,2.7,ok
998,248,1,brownish,0.1,0.9469,0.0,0.3241,1,7104,0.904,2.0,ok
998,248,1,orange,0.1,0.8787,0.7103,0.5167,0,53743,1.037,18.2,ok
998,248,1,spotted,0.1,0.9742,0.0,0.3323,1,10629,1.002,3.9,ok
999,249,1,darkest,0.1,0.9732,0.0,0.332,1,12159,1.054,3.0,ok
999,249,1,brownish,0.1,0.932,0.0,0.3196,1,7407,1.043,10.2,ok
999,249,1,orange,0.1,0.9015,0.7209,0.5267,0,54934,1.022,14.8,ok
999,249,1,spotted,0.1,0.9873,0.0,0.3362,1,10613,0.998,1.9,ok
1000,250,1,darkest,0.1,0.9825,0.0,0.3347,1,11998,0.987,2.6,ok
1000,250,1,brownish,0.1,0.93,0.0,0.319,1,7762,1.048,10.5,ok
1000,250,1,orange,0.1,0.9396,0.7273,0.5401,0,54955,1.0,9.1,ok
1000,250,1,spotted,0.1,0.9917,0.0,0.3375,1,10637,1.002,1.2,ok
1001,251,1,darkest,0.1,0.9821,0.0,0.3346,1,12169,1.014,2.7,ok
1001,251,1,brownish,0.1,0.8804,0.0,0.3041,1,9309,1.199,17.9,ok
1001,251,1,orange,0.1,0.9171,0.7474,0.5394,0,55896,1.017,12.4,ok
1001,251,1,spotted,0.1,0.991,0.0,0.3373,1,10829,1.018,1.1,ok
1002,252,1,darkest,0.1,0.9814,0.0,0.3344,1,12477,1.025,2.8,ok
1002,252,1,brownish,0.1,0.9355,0.0,0.3206,1,9320,1.001,9.7,ok
1002,252,1,orange,0.1,0.9049,0.7817,0.546,0,58070,1.039,14.3,ok
1002,252,1,spotted,0.1,0.9953,0.0,0.3386,1,10779,0.995,0.7,ok
1003,253,1,darkest,0.1,0.986,0.0,0.3358,1,12543,1.005,2.1,ok
1003,253,1,brownish,0.1,0.9051,0.0,0.3115,1,10927,1.172,14.2,ok
1003,253,1,orange,0.1,0.9502,0.7911,0.5624,0,58565,1.009,7.5,ok
1003,253,1,spotted,0.1,0.9903,0.0,0.3371,1,10736,0.996,1.5,ok
1004,254,1,darkest,0.1,0.9707,0.0,0.3312,1,12916,1.03,4.4,ok
1004,254,1,brownish,0.1,0.9254,0.0,0.3176,1,10784,0.987,11.2,ok
1004,254,1,orange,0.1,0.9538,0.7608,0.5544,0,55568,0.949,6.9,ok
1004,254,1,spotted,0.1,0.9963,0.0,0.3389,1,10734,1.0,0.6,ok
1005,255,1,darkest,0.1,0.9568,0.0,0.327,1,12000,0.929,6.5,ok
1005,255,1,brownish,0.1,0.9188,0.0,0.3156,1,10367,0.961,12.2,ok
1005,255,1,orange,0.1,0.9141,0.7526,0.54,0,55175,0.993,12.9,ok
1005,255,1,spotted,0.1,0.9726,0.0,0.3318,1,10366,0.966,4.1,ok
1006,256,1,darkest,0.1,0.956,0.0,0.3268,1,11497,0.958,6.6,ok
1006,256,1,brownish,0.1,0.8747,0.0,0.3024,1,9777,0.943,18.8,ok
1006,256,1,orange,0.1,0.9504,0.7313,0.5445,0,53199,0.964,7.4,ok
1006,256,1,spotted,0.1,0.9972,0.0,0.3392,1,10308,0.994,0.4,ok
1007,257,1,darkest,0.1,0.9488,0.0,0.3246,1,11525,1.002,7.7,ok
1007,257,1,brownish,0.1,0.8456,0.0,0.2937,1,10738,1.098,23.2,ok
1007,257,1,orange,0.1,0.9396,0.711,0.5352,0,51599,0.97,9.1,ok
1007,257,1,spotted,0.1,0.9959,0.0,0.3388,1,10365,1.006,0.6,ok
1008,258,1,darkest,0.1,0.9375,0.0,0.3213,1,12041,1.045,9.4,ok
1008,258,1,brownish,0.1,0.8482,0.0,0.2945,1,11027,1.027,22.8,ok
1008,258,1,orange,0.1,0.7998,0.6526,0.4757,0,47199,0.915,30.0,ok
1008,258,1,spotted,0.1,0.992,0.0,0.3376,1,10439,1.007,1.2,ok
1009,259,1,darkest,0.1,0.9618,0.0,0.3285,1,12243,1.017,5.7,ok
