abs_frame,local_frame,block_id,label,logit_score,continuity_score,ref_iou_score,combined_score,flagged,area_px,area_ratio,centroid_jump,reason
3543,543,4,orange,0.1,0.9679,0.2418,0.4029,0,17078,1.007,4.8,ok
3543,543,4,spotted,0.1,0.9987,0.0,0.3396,1,7476,0.998,0.2,ok
3544,544,4,darkest,0.1,0.9992,0.0,0.3398,1,7067,1.002,0.1,ok
3544,544,4,brownish,0.1,0.9996,0.0,0.3399,1,7373,0.999,0.0,ok
3544,544,4,orange,0.1,0.9103,0.2204,0.3792,0,18008,1.054,13.5,ok
3544,544,4,spotted,0.1,0.9991,0.0,0.3397,1,7475,1.0,0.1,ok
3545,545,4,darkest,0.1,0.9898,0.0,0.3369,1,7211,1.02,1.1,ok
3545,545,4,brownish,0.1,0.9996,0.0,0.3399,1,7378,1.001,0.1,ok
3545,545,4,orange,0.1,0.943,0.2007,0.3831,0,17747,0.986,8.5,ok
3545,545,4,spotted,0.1,0.9996,0.0,0.3399,1,7469,0.999,0.1,ok
3546,546,4,darkest,0.1,0.9987,0.0,0.3396,1,7193,0.998,0.1,ok
3546,546,4,brownish,0.1,0.9996,0.0,0.3399,1,7374,0.999,0.1,ok
3546,546,4,orange,0.1,0.9684,0.2016,0.391,0,17415,0.981,4.7,ok
3546,546,4,spotted,0.1,0.9994,0.0,0.3398,1,7460,0.999,0.1,ok
3547,547,4,darkest,0.1,0.9985,0.0,0.3395,1,7171,0.997,0.2,ok
3547,547,4,brownish,0.1,0.9989,0.0,0.3397,1,7387,1.002,0.2,ok
3547,547,4,orange,0.1,0.9762,0.2046,0.3942,0,17656,1.014,3.6,ok
3547,547,4,spotted,0.1,0.9989,0.0,0.3397,1,7471,1.001,0.2,ok
3548,548,4,darkest,0.1,0.9957,0.0,0.3387,1,7232,1.009,0.5,ok
3548,548,4,brownish,0.1,0.9994,0.0,0.3398,1,7396,1.001,0.0,ok
3548,548,4,orange,0.1,0.9366,0.1894,0.3778,0,18216,1.032,9.5,ok
3548,548,4,spotted,0.1,0.9997,0.0,0.3399,1,7470,1.0,0.0,ok
3549,549,4,darkest,0.1,0.9968,0.0,0.339,1,7249,1.002,0.5,ok
3549,549,4,brownish,0.1,0.9952,0.0,0.3385,1,7374,0.997,0.7,ok
3549,549,4,orange,0.1,0.9242,0.1725,0.369,0,19634,1.078,11.4,ok
3549,549,4,spotted,0.1,0.996,0.0,0.3388,1,7435,0.995,0.6,ok
3550,550,4,darkest,0.1,0.9868,0.0,0.336,1,7062,0.974,1.3,ok
3550,550,4,brownish,0.1,0.9996,0.0,0.3399,1,7368,0.999,0.1,ok
3550,550,4,orange,0.1,0.9589,0.1526,0.3734,0,18143,0.924,5.1,ok
3550,550,4,spotted,0.1,0.9996,0.0,0.3399,1,7436,1.0,0.1,ok
3551,551,4,darkest,0.1,0.9973,0.0,0.3392,1,7024,0.995,0.4,ok
3551,551,4,brownish,0.1,0.999,0.0,0.3397,1,7353,0.998,0.0,ok
3551,551,4,orange,0.1,0.9499,0.1292,0.3637,0,17808,0.982,7.5,ok
3551,551,4,spotted,0.1,0.9993,0.0,0.3398,1,7426,0.999,0.1,ok
3552,552,4,darkest,0.1,0.9964,0.0,0.3389,1,6996,0.996,0.5,ok
3552,552,4,brownish,0.1,0.9989,0.0,0.3397,1,7367,1.002,0.2,ok
3552,552,4,orange,0.1,0.981,0.1256,0.372,0,18345,1.03,2.8,ok
3552,552,4,spotted,0.1,0.999,0.0,0.3397,1,7428,1.0,0.2,ok
3553,553,4,darkest,0.1,0.9931,0.0,0.3379,1,7007,1.002,1.0,ok
3553,553,4,brownish,0.1,0.9995,0.0,0.3398,1,7359,0.999,0.0,ok
3553,553,4,orange,0.1,0.9701,0.1264,0.369,0,17556,0.957,4.5,ok
3553,553,4,spotted,0.1,0.9993,0.0,0.3398,1,7418,0.999,0.0,ok
3554,554,4,darkest,0.1,0.9961,0.0,0.3388,1,6956,0.993,0.6,ok
3554,554,4,brownish,0.1,0.9991,0.0,0.3397,1,7347,0.998,0.1,ok
3554,554,4,orange,0.1,0.9913,0.1224,0.3741,0,17408,0.992,1.3,ok
3554,554,4,spotted,0.1,0.9991,0.0,0.3397,1,7413,0.999,0.1,ok
3555,555,4,darkest,0.1,0.9965,0.0,0.339,1,6946,0.999,0.5,ok
3555,555,4,brownish,0.1,0.998,0.0,0.3394,1,7377,1.004,0.1,ok
3555,555,4,orange,0.1,0.9949,0.1178,0.3738,0,17257,0.991,0.8,ok
3555,555,4,spotted,0.1,0.9982,0.0,0.3395,1,7439,1.004,0.2,ok
3556,556,4,darkest,0.1,0.9918,0.0,0.3375,1,7060,1.016,1.2,ok
3556,556,4,brownish,0.1,0.9997,0.0,0.3399,1,7373,0.999,0.0,ok
3556,556,4,orange,0.1,0.9708,0.1164,0.3662,0,16304,0.945,3.9,ok
3556,556,4,spotted,0.1,0.9994,0.0,0.3398,1,7430,0.999,0.0,ok
3557,557,4,darkest,0.1,0.9958,0.0,0.3387,1,7119,1.008,0.3,ok
3557,557,4,brownish,0.1,0.999,0.0,0.3397,1,7372,1.0,0.1,ok
3557,557,4,orange,0.1,0.9866,0.1152,0.3705,0,15877,0.974,0.8,ok
3557,557,4,spotted,0.1,0.9988,0.0,0.3396,1,7442,1.002,0.2,ok
3558,558,4,darkest,0.1,0.9942,0.0,0.3383,1,7037,0.988,0.9,ok
3558,558,4,brownish,0.1,0.9991,0.0,0.3397,1,7369,1.0,0.1,ok
3558,558,4,orange,0.1,0.9811,0.1117,0.3678,0,15813,0.996,2.8,ok
3558,558,4,spotted,0.1,0.9989,0.0,0.3397,1,7426,0.998,0.1,ok
3559,559,4,darkest,0.1,0.9959,0.0,0.3388,1,7088,1.007,0.6,ok
3559,559,4,brownish,0.1,0.9988,0.0,0.3396,1,7351,0.998,0.2,ok
3559,559,4,orange,0.1,0.9896,0.1125,0.3706,0,15708,0.993,1.6,ok
3559,559,4,spotted,0.1,0.9988,0.0,0.3396,1,7416,0.999,0.2,ok
3560,560,4,darkest,0.1,0.9981,0.0,0.3394,1,7112,1.003,0.3,ok
3560,560,4,brownish,0.1,0.9935,0.0,0.338,1,7267,0.989,1.0,ok
3560,560,4,orange,0.1,0.9618,0.1247,0.366,0,15838,1.008,5.7,ok
3560,560,4,spotted,0.1,0.9946,0.0,0.3384,1,7341,0.99,0.8,ok
3561,561,4,darkest,0.1,0.9983,0.0,0.3395,1,7136,1.003,0.2,ok
3561,561,4,brownish,0.1,0.9968,0.0,0.3391,1,7259,0.999,0.5,ok
3561,561,4,orange,0.1,0.9462,0.1131,0.3578,0,15294,0.966,8.1,ok
3561,561,4,spotted,0.1,0.996,0.0,0.3388,1,7318,0.997,0.6,ok
3562,562,4,darkest,0.1,0.9992,0.0,0.3397,1,7148,1.002,0.1,ok
3562,562,4,brownish,0.1,0.997,0.0,0.3391,1,7303,1.006,0.4,ok
3562,562,4,orange,0.1,0.9207,0.1003,0.3463,1,15837,1.036,11.9,ok
3562,562,4,spotted,0.1,0.9962,0.0,0.3389,1,7373,1.008,0.4,ok
3563,563,4,darkest,0.1,0.997,0.0,0.3391,1,7106,0.994,0.2,ok
3563,563,4,brownish,0.1,0.9984,0.0,0.3395,1,7300,1.0,0.2,ok
3563,563,4,orange,0.1,0.9576,0.0905,0.3544,0,15618,0.986,6.4,ref_iou_drift
3563,563,4,spotted,0.1,0.9988,0.0,0.3396,1,7371,1.0,0.2,ok
3564,564,4,darkest,0.1,0.9974,0.0,0.3392,1,7137,1.004,0.4,ok
3564,564,4,brownish,0.1,0.9951,0.0,0.3385,1,7291,0.999,0.7,ok
3564,564,4,orange,0.1,0.9637,0.0761,0.3519,0,14729,0.943,5.4,ref_iou_drift
3564,564,4,spotted,0.1,0.9961,0.0,0.3388,1,7365,0.999,0.6,ok
3565,565,4,darkest,0.1,0.9932,0.0,0.3379,1,7195,1.008,1.0,ok
3565,565,4,brownish,0.1,0.9835,0.0,0.3351,1,7097,0.973,2.5,ok
3565,565,4,orange,0.1,0.9836,0.0743,0.3574,0,14617,0.992,2.5,ref_iou_drift
3565,565,4,spotted,0.1,0.9839,0.0,0.3352,1,7193,0.977,2.4,ok
3566,566,4,darkest,0.1,0.9949,0.0,0.3385,1,7154,0.994,0.8,ok
3566,566,4,brownish,0.1,0.9855,0.0,0.3357,1,7078,0.997,2.2,ok
3566,566,4,orange,0.1,0.9851,0.0741,0.3578,0,14193,0.971,1.4,ref_iou_drift
3566,566,4,spotted,0.1,0.9868,0.0,0.336,1,7148,0.994,2.0,ok
3567,567,4,darkest,0.1,0.9978,0.0,0.3393,1,7158,1.001,0.3,ok
3567,567,4,brownish,0.1,0.9747,0.0,0.3324,1,6974,0.985,3.8,ok
3567,567,4,orange,0.1,0.9613,0.0657,0.3481,1,13173,0.928,1.9,ok
3567,567,4,spotted,0.1,0.9743,0.0,0.3323,1,7023,0.983,3.9,ok
3568,568,4,darkest,0.1,0.9921,0.0,0.3376,1,7271,1.016,0.6,ok
3568,568,4,brownish,0.1,0.9713,0.0,0.3314,1,6937,0.995,4.3,ok
3568,568,4,orange,0.1,0.9539,0.0781,0.3496,1,14387,1.092,3.3,ok
3568,568,4,spotted,0.1,0.9704,0.0,0.3311,1,7039,1.002,4.4,ok
3569,569,4,darkest,0.1,0.9888,0.0,0.3366,1,7434,1.022,1.1,ok
3569,569,4,brownish,0.1,0.9549,0.0017,0.327,1,6922,0.998,6.8,ok
3569,569,4,orange,0.1,0.9959,0.0761,0.3616,0,14297,0.994,0.6,ref_iou_drift
3569,569,4,spotted,0.1,0.9559,0.0,0.3268,1,7053,1.002,6.6,ok
3570,570,4,darkest,0.1,0.9937,0.0,0.3381,1,7523,1.012,0.9,ok
3570,570,4,brownish,0.1,0.9568,0.0112,0.3304,1,6928,1.001,6.5,ok
3570,570,4,orange,0.1,0.9786,0.0724,0.3553,0,13711,0.959,1.1,ref_iou_drift
3570,570,4,spotted,0.1,0.9558,0.0,0.3267,1,7078,1.004,6.6,ok
3571,571,4,darkest,0.1,0.9939,0.0,0.3382,1,7615,1.012,0.4,ok
3571,571,4,brownish,0.1,0.9261,0.0298,0.3268,1,6378,0.921,11.1,ok
3571,571,4,orange,0.1,0.9542,0.0763,0.3492,1,13034,0.951,6.9,ok
3571,571,4,spotted,0.1,0.9266,0.0,0.318,1,6570,0.928,11.0,ok
3572,572,4,darkest,0.1,0.9939,0.0,0.3382,1,7708,1.012,0.4,ok
3572,572,4,brownish,0.1,0.9501,0.0432,0.338,1,6113,0.958,7.5,ok
3572,572,4,orange,0.1,0.9832,0.0747,0.3574,0,13025,0.999,2.5,ref_iou_drift
3572,572,4,spotted,0.1,0.9493,0.0,0.3248,1,6232,0.949,7.6,ok
3573,573,4,darkest,0.1,0.9941,0.0,0.3382,1,7685,0.997,0.9,ok
3573,573,4,brownish,0.1,0.9638,0.059,0.3468,1,6130,1.003,5.4,ok
3573,573,4,orange,0.1,0.9598,0.059,0.3456,1,12345,0.948,6.0,ok
3573,573,4,spotted,0.1,0.9633,0.0,0.329,1,6204,0.996,5.5,ok
3574,574,4,darkest,0.1,0.9868,0.0,0.336,1,7543,0.982,2.0,ok
3574,574,4,brownish,0.1,0.9673,0.0734,0.3522,0,6212,1.013,4.9,ref_iou_drift
3574,574,4,orange,0.1,0.9,0.0456,0.3237,1,13500,1.094,15.0,ok
3574,574,4,spotted,0.1,0.9672,0.0,0.3302,1,6365,1.026,4.9,ok
3575,575,4,darkest,0.1,0.9989,0.0,0.3397,1,7560,1.002,0.1,ok
3575,575,4,brownish,0.1,0.9655,0.0876,0.3559,0,6268,1.009,5.2,ref_iou_drift
3575,575,4,orange,0.1,0.966,0.0462,0.3437,1,14416,1.068,5.1,ok
3575,575,4,spotted,0.1,0.9662,0.0,0.3299,1,6431,1.01,5.1,ok
3576,576,4,darkest,0.1,0.9973,0.0,0.3392,1,7586,1.003,0.4,ok
3576,576,4,brownish,0.1,0.9577,0.1109,0.3606,0,6061,0.967,6.4,ok
3576,576,4,orange,0.1,0.9899,0.0427,0.3498,1,14228,0.987,1.5,ok
3576,576,4,spotted,0.1,0.9558,0.0,0.3268,1,6191,0.963,6.6,ok
3577,577,4,darkest,0.1,0.9931,0.0,0.3379,1,7690,1.014,0.4,ok
3577,577,4,brownish,0.1,0.9646,0.1406,0.3716,0,5784,0.954,5.3,ok
3577,577,4,orange,0.1,0.9784,0.0341,0.3438,1,13882,0.976,3.2,ok
3577,577,4,spotted,0.1,0.9668,0.0,0.33,1,5938,0.959,5.0,ok
3578,578,4,darkest,0.1,0.997,0.0,0.3391,1,7731,1.005,0.5,ok
3578,578,4,brownish,0.1,0.9658,0.1821,0.3844,0,5627,0.973,5.1,ok
3578,578,4,orange,0.1,0.9565,0.0374,0.3382,1,13034,0.939,6.5,ok
3578,578,4,spotted,0.1,0.9618,0.0,0.3285,1,5721,0.963,5.7,ok
3579,579,4,darkest,0.1,0.998,0.0,0.3394,1,7762,1.004,0.1,ok
3579,579,4,brownish,0.1,0.9777,0.2216,0.3998,0,5576,0.991,3.4,ok
3579,579,4,orange,0.1,0.9817,0.0392,0.3463,1,12647,0.97,2.7,ok
3579,579,4,spotted,0.1,0.9771,0.0,0.3331,1,5629,0.984,3.4,ok
3580,580,4,darkest,0.1,0.9977,0.0,0.3393,1,7797,1.005,0.0,ok
3580,580,4,brownish,0.1,0.9862,0.2482,0.4103,0,5730,1.028,1.8,ok
3580,580,4,orange,0.1,0.9915,0.0368,0.3485,1,12550,0.992,1.3,ok
3580,580,4,spotted,0.1,0.984,0.0,0.3352,1,5809,1.032,1.7,ok
3581,581,4,darkest,0.1,0.9985,0.0,0.3396,1,7800,1.0,0.2,ok
3581,581,4,brownish,0.1,0.9827,0.2775,0.4181,0,5625,0.982,2.6,ok
3581,581,4,orange,0.1,0.9948,0.0351,0.349,1,12422,0.99,0.4,ok
3581,581,4,spotted,0.1,0.9796,0.0,0.3339,1,5644,0.972,3.1,ok
3582,582,4,darkest,0.1,0.9966,0.0,0.339,1,7853,1.007,0.2,ok
3582,582,4,brownish,0.1,0.9877,0.2947,0.4247,0,5690,1.012,1.8,ok
3582,582,4,orange,0.1,0.9571,0.0297,0.336,1,11440,0.921,0.7,ok
3582,582,4,spotted,0.1,0.9865,0.0,0.3359,1,5698,1.01,2.0,ok
3583,583,4,darkest,0.1,0.9973,0.0,0.3392,1,7883,1.004,0.4,ok
3583,583,4,brownish,0.1,0.9815,0.3249,0.4319,0,5698,1.001,2.8,ok
3583,583,4,orange,0.1,0.936,0.0205,0.3269,1,11763,1.028,9.6,ok
3583,583,4,spotted,0.1,0.9813,0.0,0.3344,1,5697,1.0,2.8,ok
3584,584,4,darkest,0.1,0.9972,0.0,0.3391,1,7842,0.995,0.4,ok
3584,584,4,brownish,0.1,0.9843,0.3527,0.4411,0,5721,1.004,2.4,ok
3584,584,4,orange,0.1,0.9203,0.0151,0.3206,1,12825,1.09,11.9,ok
3584,584,4,spotted,0.1,0.9859,0.0,0.3358,1,5781,1.015,2.1,ok
3585,585,4,darkest,0.1,0.9939,0.0,0.3382,1,7747,0.988,0.8,ok
3585,585,4,brownish,0.1,0.9678,0.3741,0.4426,0,5590,0.977,4.8,ok
3585,585,4,orange,0.1,0.984,0.0184,0.3407,1,12741,0.993,2.4,ok
3585,585,4,spotted,0.1,0.9695,0.0,0.3308,1,5682,0.983,4.6,ok
3586,586,4,darkest,0.1,0.9943,0.0,0.3383,1,7836,1.011,0.5,ok
3586,586,4,brownish,0.1,0.9769,0.3768,0.4461,0,5545,0.992,3.5,ok
3586,586,4,orange,0.1,0.9817,0.018,0.3399,1,12290,0.965,1.3,ok
3586,586,4,spotted,0.1,0.9757,0.0,0.3327,1,5641,0.993,3.6,ok
3587,587,4,darkest,0.1,0.9959,0.0,0.3388,1,7901,1.008,0.1,ok
3587,587,4,brownish,0.1,0.9793,0.3826,0.4486,0,5429,0.979,3.1,ok
3587,587,4,orange,0.1,0.9228,0.009,0.3195,1,10646,0.866,1.0,ok
3587,587,4,spotted,0.1,0.9739,0.0,0.3322,1,5361,0.95,3.6,ok
3588,588,4,darkest,0.1,0.998,0.0,0.3394,1,7870,0.996,0.1,ok
3588,588,4,brownish,0.1,0.9744,0.3967,0.4514,0,5165,0.951,3.0,ok
3588,588,4,orange,0.1,0.9256,0.0165,0.3226,1,10202,0.958,11.2,ok
3588,588,4,spotted,0.1,0.983,0.0,0.3349,1,5312,0.991,2.6,ok
3589,589,4,darkest,0.1,0.9929,0.0,0.3379,1,7981,1.014,0.0,ok
3589,589,4,brownish,0.1,0.9831,0.3912,0.4523,0,5096,0.987,2.5,ok
3589,589,4,orange,0.1,0.9948,0.0188,0.3441,1,10105,0.99,0.8,ok
3589,589,4,spotted,0.1,0.9814,0.0,0.3344,1,5230,0.985,2.8,ok
3590,590,4,darkest,0.1,0.9974,0.0,0.3392,1,8023,1.005,0.2,ok
3590,590,4,brownish,0.1,0.976,0.3784,0.4463,0,5053,0.992,3.6,ok
3590,590,4,orange,0.1,0.9944,0.0187,0.3439,1,10112,1.001,0.8,ok
3590,590,4,spotted,0.1,0.9758,0.0,0.3327,1,5174,0.989,3.6,ok
3591,591,4,darkest,0.1,0.9988,0.0,0.3396,1,8021,1.0,0.2,ok
3591,591,4,brownish,0.1,0.968,0.3506,0.4356,0,5116,1.012,4.8,ok
3591,591,4,orange,0.1,0.9923,0.0202,0.3438,1,10267,1.015,0.9,ok
3591,591,4,spotted,0.1,0.9671,0.0,0.3301,1,5230,1.011,4.9,ok
3592,592,4,darkest,0.1,0.9981,0.0,0.3394,1,8051,1.004,0.1,ok
3592,592,4,brownish,0.1,0.9759,0.3256,0.4304,0,5201,1.017,3.6,ok
3592,592,4,orange,0.1,0.964,0.0165,0.3342,1,9578,0.933,2.3,ok
3592,592,4,spotted,0.1,0.9764,0.0,0.3329,1,5393,1.031,3.5,ok
3593,593,4,darkest,0.1,0.9989,0.0,0.3397,1,8064,1.002,0.2,ok
3593,593,4,brownish,0.1,0.9856,0.3157,0.4304,0,5110,0.983,2.2,ok
3593,593,4,orange,0.1,0.973,0.0151,0.3364,1,9921,1.036,4.0,ok
3593,593,4,spotted,0.1,0.9638,0.0,0.3292,1,5783,1.072,5.2,ok
3594,594,4,darkest,0.1,0.9996,0.0,0.3399,1,8058,0.999,0.1,ok
3594,594,4,brownish,0.1,0.9888,0.2988,0.4263,0,5176,1.013,1.7,ok
3594,594,4,orange,0.1,0.9653,0.015,0.3341,1,10246,1.033,5.2,ok
3594,594,4,spotted,0.1,0.9886,0.0,0.3366,1,5757,0.996,1.7,ok
3595,595,4,darkest,0.1,0.9992,0.0,0.3398,1,8068,1.001,0.1,ok
3595,595,4,brownish,0.1,0.9939,0.2906,0.4254,0,5117,0.989,0.9,ok
3595,595,4,orange,0.1,0.9387,0.0212,0.328,1,11502,1.123,5.9,ok
3595,595,4,spotted,0.1,0.9687,0.0,0.3306,1,5418,0.941,4.5,ok
3596,596,4,darkest,0.1,0.9993,0.0,0.3398,1,8068,1.0,0.1,ok
3596,596,4,brownish,0.1,0.9914,0.2847,0.4228,0,5205,1.017,0.8,ok
3596,596,4,orange,0.1,0.9863,0.0195,0.3417,1,11642,1.012,2.1,ok
3596,596,4,spotted,0.1,0.9732,0.0,0.3319,1,5142,0.949,0.8,ok
3597,597,4,darkest,0.1,0.9995,0.0,0.3399,1,8074,1.001,0.1,ok
3597,597,4,brownish,0.1,0.9852,0.2863,0.4214,0,5233,1.005,2.2,ok
3597,597,4,orange,0.1,0.9897,0.0207,0.3431,1,11408,0.98,1.0,ok
3597,597,4,spotted,0.1,0.9728,0.0,0.3318,1,5422,1.054,3.3,ok
3598,598,4,darkest,0.1,0.9942,0.0003,0.3383,1,8168,1.012,0.2,ok
3598,598,4,brownish,0.1,0.9832,0.2892,0.4217,0,5295,1.012,2.5,ok
3598,598,4,orange,0.1,0.9524,0.0189,0.3314,1,10416,0.913,6.9,ok
3598,598,4,spotted,0.1,0.9811,0.0,0.3343,1,5520,1.018,2.8,ok
3599,599,4,darkest,0.1,0.9982,0.0009,0.3397,1,8172,1.0,0.3,ok
3599,599,4,brownish,0.1,0.969,0.2831,0.4156,0,5465,1.032,4.6,ok
3599,599,4,orange,0.1,0.9599,0.0197,0.3339,1,9785,0.939,6.0,ok
3599,599,4,spotted,0.1,0.9681,0.0,0.3304,1,5804,1.051,4.8,ok
3600,600,4,darkest,0.1,0.9969,0.0013,0.3394,1,8223,1.006,0.1,ok
3600,600,4,brownish,0.1,0.9804,0.2873,0.4203,0,5351,0.979,2.9,ok
3600,600,4,orange,0.1,0.985,0.0162,0.3404,1,9500,0.971,2.2,ok
3600,600,4,spotted,0.1,0.9745,0.0,0.3323,1,5954,1.026,3.8,ok
3601,601,4,darkest,0.1,0.9987,0.0014,0.34,1,8242,1.002,0.2,ok
3601,601,4,brownish,0.1,0.9834,0.288,0.4214,0,5288,0.988,2.5,ok
3601,601,4,orange,0.1,0.9843,0.0112,0.3387,1,9771,1.029,2.4,ok
3601,601,4,spotted,0.1,0.9289,0.0,0.3187,1,5213,0.876,2.3,ok
3602,602,4,darkest,0.1,0.9973,0.0015,0.3396,1,8287,1.005,0.1,ok
3602,602,4,brownish,0.1,0.9793,0.2783,0.4173,0,5350,1.012,3.1,ok
3602,602,4,orange,0.1,0.9932,0.0101,0.341,1,9903,1.014,0.4,ok
3602,602,4,spotted,0.1,0.9556,0.0,0.3267,1,5676,1.089,3.5,ok
3603,603,4,darkest,0.1,0.9981,0.0013,0.3398,1,8315,1.003,0.3,ok
3603,603,4,brownish,0.1,0.9846,0.2638,0.4145,0,5412,1.012,2.3,ok
3603,603,4,orange,0.1,0.9295,0.0084,0.3214,1,10750,1.086,10.6,ok
3603,603,4,spotted,0.1,0.9768,0.0,0.3331,1,5854,1.031,3.5,ok
3604,604,4,darkest,0.1,0.9981,0.0011,0.3398,1,8284,0.996,0.1,ok
3604,604,4,brownish,0.1,0.9802,0.2609,0.4123,0,5343,0.987,3.0,ok
3604,604,4,orange,0.1,0.9426,0.0109,0.326,1,11572,1.076,8.6,ok
3604,604,4,spotted,0.1,0.9815,0.0,0.3345,1,5811,0.993,2.8,ok
3605,605,4,darkest,0.1,0.999,0.0011,0.34,1,8279,0.999,0.2,ok
3605,605,4,brownish,0.1,0.9848,0.2506,0.4106,0,5375,1.006,2.3,ok
3605,605,4,orange,0.1,0.9798,0.0102,0.337,1,11826,1.022,3.0,ok
3605,605,4,spotted,0.1,0.9855,0.0,0.3356,1,5775,0.994,2.2,ok
3606,606,4,darkest,0.1,0.9987,0.0006,0.3398,1,8275,1.0,0.2,ok
3606,606,4,brownish,0.1,0.9902,0.2423,0.4098,0,5430,1.01,1.5,ok
3606,606,4,orange,0.1,0.9877,0.0077,0.3386,1,11791,0.997,1.8,ok
3606,606,4,spotted,0.1,0.9911,0.0,0.3373,1,5770,0.999,1.3,ok
3607,607,4,darkest,0.1,0.9982,0.0004,0.3396,1,8245,0.996,0.1,ok
3607,607,4,brownish,0.1,0.9895,0.2398,0.4088,0,5318,0.979,1.6,ok
3607,607,4,orange,0.1,0.9377,0.0071,0.3234,1,10709,0.908,9.3,ok
3607,607,4,spotted,0.1,0.9882,0.0,0.3365,1,5653,0.98,1.8,ok
3608,608,4,darkest,0.1,0.9989,0.0004,0.3398,1,8227,0.998,0.1,ok
3608,608,4,brownish,0.1,0.9805,0.2419,0.4067,0,5118,0.962,2.1,ok
3608,608,4,orange,0.1,0.9717,0.0054,0.3331,1,10135,0.946,1.1,ok
3608,608,4,spotted,0.1,0.9878,0.0,0.3363,1,5559,0.983,1.8,ok
3609,609,4,darkest,0.1,0.9987,0.0001,0.3396,1,8237,1.001,0.2,ok
3609,609,4,brownish,0.1,0.9835,0.2367,0.4061,0,5103,0.997,2.5,ok
3609,609,4,orange,0.1,0.9839,0.0034,0.3362,1,9818,0.969,2.1,ok
3609,609,4,spotted,0.1,0.9871,0.0,0.3361,1,5553,0.999,1.9,ok
3610,610,4,darkest,0.1,0.9968,0.0,0.3391,1,8289,1.006,0.3,ok
3610,610,4,brownish,0.1,0.9938,0.2364,0.4091,0,5121,1.004,0.9,ok
3610,610,4,orange,0.1,0.965,0.0123,0.3332,1,10338,1.053,5.3,ok
3610,610,4,spotted,0.1,0.9908,0.0,0.3372,1,5655,1.018,0.9,ok
3611,611,4,darkest,0.1,0.9977,0.0,0.3393,1,8327,1.005,0.1,ok
3611,611,4,brownish,0.1,0.9684,0.2463,0.4044,0,4817,0.941,4.7,ok
3611,611,4,orange,0.1,0.9099,0.0148,0.3174,1,8760,0.847,7.3,ok
3611,611,4,spotted,0.1,0.9754,0.0,0.3326,1,5390,0.953,3.0,ok
3612,612,4,darkest,0.1,0.9903,0.0,0.3371,1,8207,0.986,1.5,ok
3612,612,4,brownish,0.1,0.9797,0.2505,0.409,0,4629,0.961,2.6,ok
3612,612,4,orange,0.1,0.9298,0.0066,0.3209,1,7681,0.877,1.9,ok
3612,612,4,spotted,0.1,0.9193,0.0,0.3158,1,4641,0.861,7.6,ok
3613,613,4,darkest,0.1,0.9943,0.0,0.3383,1,8242,1.004,0.9,ok
3613,613,4,brownish,0.1,0.9791,0.2179,0.3991,0,4807,1.038,3.1,ok
3613,613,4,orange,0.1,0.9005,0.0092,0.3129,1,9210,1.199,8.3,ok
3613,613,4,spotted,0.1,0.9431,0.0,0.3229,1,5169,1.114,5.9,ok
3614,614,4,darkest,0.1,0.994,0.0,0.3382,1,8158,0.99,0.9,ok
3614,614,4,brownish,0.1,0.9929,0.2094,0.4007,0,4833,1.005,1.1,ok
3614,614,4,orange,0.1,0.9391,0.009,0.3244,1,10332,1.122,8.5,ok
3614,614,4,spotted,0.1,0.9933,0.0,0.338,1,5101,0.987,0.7,ok
3615,615,4,darkest,0.1,0.991,0.0,0.3373,1,8118,0.995,1.3,ok
3615,615,4,brownish,0.1,0.9878,0.215,0.4008,0,4951,1.024,1.4,ok
3615,615,4,orange,0.1,0.9364,0.0172,0.3261,1,11647,1.127,6.0,ok
3615,615,4,spotted,0.1,0.9945,0.0,0.3384,1,5112,1.002,0.8,ok
3616,616,4,darkest,0.1,0.9882,0.0,0.3365,1,7983,0.983,1.8,ok
3616,616,4,brownish,0.1,0.996,0.2115,0.4023,0,4966,1.003,0.6,ok
3616,616,4,orange,0.1,0.9665,0.0101,0.333,1,10974,0.942,5.0,ok
3616,616,4,spotted,0.1,0.9954,0.0,0.3386,1,5092,0.996,0.7,ok
3617,617,4,darkest,0.1,0.9841,0.0,0.3352,1,7737,0.969,2.0,ok
3617,617,4,brownish,0.1,0.9967,0.2077,0.4013,0,4944,0.996,0.5,ok
3617,617,4,orange,0.1,0.9628,0.0091,0.3316,1,10597,0.966,5.6,ok
3617,617,4,spotted,0.1,0.9958,0.0,0.3387,1,5071,0.996,0.6,ok
3618,618,4,darkest,0.1,0.9744,0.0,0.3323,1,8053,1.041,3.8,ok
3618,618,4,brownish,0.1,0.9969,0.2075,0.4013,0,4975,1.006,0.3,ok
3618,618,4,orange,0.1,0.9619,0.0114,0.332,1,10045,0.948,5.7,ok
3618,618,4,spotted,0.1,0.9983,0.0,0.3395,1,5064,0.999,0.3,ok
3619,619,4,darkest,0.1,0.9766,0.0,0.333,1,7809,0.97,3.5,ok
3619,619,4,brownish,0.1,0.998,0.2033,0.4004,0,4969,0.999,0.3,ok
3619,619,4,orange,0.1,0.9424,0.0153,0.3273,1,11202,1.115,4.6,ok
3619,619,4,spotted,0.1,0.9976,0.0,0.3393,1,5062,1.0,0.4,ok
3620,620,4,darkest,0.1,0.9737,0.0,0.3321,1,7509,0.962,3.9,ok
3620,620,4,brownish,0.1,0.9991,0.2033,0.4007,0,4970,1.0,0.1,ok
