block_id,gt_id,start,end,n,gt_present,errors,error_rate,present_errors,present_error_rate,mean_segmentation_error
3,113,2525,2549,25,25,0,0.0,0,0.0,0.28324323521712685
3,14,2550,2574,25,0,25,1.0,0,,
3,38,2550,2574,25,25,0,0.0,0,0.0,0.08525033157699653
3,75,2550,2574,23,23,0,0.0,0,0.0,0.3067557308326052
3,113,2550,2574,25,25,0,0.0,0,0.0,0.3375610258223814
3,14,2575,2599,25,0,25,1.0,0,,
3,38,2575,2599,25,25,0,0.0,0,0.0,0.07912390744128771
3,75,2575,2599,25,25,0,0.0,0,0.0,0.3158406687854249
3,113,2575,2599,25,25,0,0.0,0,0.0,0.2745471393627293
3,14,2600,2624,24,10,14,0.5833333333333334,0,0.0,0.1337048081474315
3,38,2600,2624,24,24,0,0.0,0,0.0,0.1011536728787749
3,75,2600,2624,21,21,0,0.0,0,0.0,0.25268284892508897
3,113,2600,2624,24,24,0,0.0,0,0.0,0.2713774537430613
3,14,2625,2649,25,25,0,0.0,0,0.0,0.11795279856429298
3,38,2625,2649,25,25,0,0.0,0,0.0,0.12359283442774573
3,75,2625,2649,17,17,0,0.0,0,0.0,0.21161893188145453
3,113,2625,2649,25,25,0,0.0,0,0.0,0.2912468392244328
3,14,2650,2674,25,25,0,0.0,0,0.0,0.09960632940901175
3,38,2650,2674,25,25,0,0.0,0,0.0,0.14343905812675697
3,75,2650,2674,22,22,0,0.0,0,0.0,0.2057576862170394
3,113,2650,2674,25,25,0,0.0,0,0.0,0.2621063158263135
3,14,2675,2699,25,25,0,0.0,0,0.0,0.09942601118919145
3,38,2675,2699,24,24,0,0.0,0,0.0,0.1408727970271096
3,75,2675,2699,25,25,0,0.0,0,0.0,0.21047619683882682
3,113,2675,2699,25,25,0,0.0,0,0.0,0.2640225656567063
3,14,2700,2724,25,25,0,0.0,0,0.0,0.10156698689713149
3,38,2700,2724,25,25,0,0.0,0,0.0,0.12342468938390912
3,75,2700,2724,25,25,0,0.0,0,0.0,0.21331789096420262
3,113,2700,2724,25,25,0,0.0,0,0.0,0.268936400138126
3,14,2725,2749,25,25,0,0.0,0,0.0,0.11679828435774646
3,38,2725,2749,25,25,0,0.0,0,0.0,0.09052288054380667
3,75,2725,2749,25,25,0,0.0,0,0.0,0.21196274260185383
3,113,2725,2749,25,25,0,0.0,0,0.0,0.2687769924662732
3,14,2750,2774,25,25,0,0.0,0,0.0,0.14656084351698778
3,38,2750,2774,25,25,0,0.0,0,0.0,0.1125702537894257
3,75,2750,2774,25,25,0,0.0,0,0.0,0.20970166552165154
3,113,2750,2774,24,24,0,0.0,0,0.0,0.2603696729793368
3,14,2775,2799,24,24,0,0.0,0,0.0,0.2000664594657864
3,38,2775,2799,24,24,0,0.0,0,0.0,0.12571487156532893
3,75,2775,2799,25,25,0,0.0,0,0.0,0.21780165460070117
3,113,2775,2799,25,25,0,0.0,0,0.0,0.29459261354937216
3,14,2800,2824,25,12,13,0.52,0,0.0,0.2986572857055334
3,38,2800,2824,23,23,0,0.0,0,0.0,0.16745172944377243
3,75,2800,2824,25,25,0,0.0,0,0.0,0.20649750013662224
3,113,2800,2824,25,25,0,0.0,0,0.0,0.23988746225015645
3,14,2825,2849,25,0,25,1.0,0,,
3,38,2825,2849,23,23,0,0.0,0,0.0,0.15128543526059937
3,75,2825,2849,25,25,0,0.0,0,0.0,0.17192145891525737
3,113,2825,2849,25,25,0,0.0,0,0.0,0.24120174379182785
3,14,2850,2874,25,0,25,1.0,0,,
3,38,2850,2874,24,24,0,0.0,0,0.0,0.13494311557060246
3,75,2850,2874,23,23,0,0.0,0,0.0,0.09388725885159264
3,113,2850,2874,25,25,0,0.0,0,0.0,0.18960193031711747
3,14,2875,2899,25,0,25,1.0,0,,
3,38,2875,2899,24,24,0,0.0,0,0.0,0.10190817996058928
3,75,2875,2899,23,23,0,0.0,0,0.0,0.05014509435779631
3,113,2875,2899,25,25,0,0.0,0,0.0,0.13247513881677936
3,14,2900,2924,23,14,9,0.391304347826087,0,0.0,0.14735249669251216
3,38,2900,2924,24,24,0,0.0,0,0.0,0.06346673133780412
3,75,2900,2924,18,18,0,0.0,0,0.0,0.15136537638766662
3,113,2900,2924,25,25,0,0.0,0,0.0,0.13119278362156211
3,14,2925,2949,24,24,0,0.0,0,0.0,0.10478608359406656
3,38,2925,2949,14,8,0,0.0,0,0.0,0.07435579715410948
3,75,2925,2949,25,25,0,0.0,0,0.0,0.1148395063487907
3,113,2925,2949,25,25,0,0.0,0,0.0,0.1201806391069237
3,14,2950,2974,25,25,0,0.0,0,0.0,0.1401939960200459
3,38,2950,2974,25,0,0,0.0,0,,
3,75,2950,2974,25,25,0,0.0,0,0.0,0.11067942647859731
3,113,2950,2974,25,25,0,0.0,0,0.0,0.1273574701802997
3,14,2975,2999,19,18,2,0.10526315789473684,1,0.05555555555555555,0.2005957273174413
3,38,2975,2999,23,18,0,0.0,0,0.0,0.13900156358025068
3,75,2975,2999,25,25,0,0.0,0,0.0,0.14022116406797033
3,113,2975,2999,25,25,0,0.0,0,0.0,0.12412471955448712
4,14,3000,3024,25,16,9,0.36,0,0.0,0.17793437466313347
4,38,3000,3024,21,21,21,1.0,21,1.0,1.0
4,75,3000,3024,25,11,25,1.0,11,1.0,0.999767559625107
4,113,3000,3024,25,25,0,0.0,0,0.0,0.13106417607944643
4,14,3025,3049,24,24,0,0.0,0,0.0,0.12939729677668446
4,38,3025,3049,25,25,25,1.0,25,1.0,1.0
4,75,3025,3049,25,0,25,1.0,0,,
4,113,3025,3049,25,25,0,0.0,0,0.0,0.11130721839882068
4,14,3050,3074,25,25,0,0.0,0,0.0,0.07306014298932687
4,38,3050,3074,25,25,25,1.0,25,1.0,1.0
4,75,3050,3074,25,0,25,1.0,0,,
4,113,3050,3074,25,25,0,0.0,0,0.0,0.06702176984659002
4,14,3075,3099,25,25,0,0.0,0,0.0,0.08799305428477322
4,38,3075,3099,24,24,24,1.0,24,1.0,1.0
4,75,3075,3099,18,14,18,1.0,14,1.0,1.0
4,113,3075,3099,25,25,0,0.0,0,0.0,0.08124306209343456
4,14,3100,3124,25,25,0,0.0,0,0.0,0.1791045478326669
4,38,3100,3124,25,25,25,1.0,25,1.0,1.0
4,75,3100,3124,25,25,25,1.0,25,1.0,1.0
4,113,3100,3124,25,25,0,0.0,0,0.0,0.06693139209750491
4,14,3125,3149,25,25,0,0.0,0,0.0,0.323229882628275
4,38,3125,3149,25,25,25,1.0,25,1.0,1.0
4,75,3125,3149,25,25,25,1.0,25,1.0,1.0
4,113,3125,3149,25,25,0,0.0,0,0.0,0.06781717991605044
4,14,3150,3174,25,25,0,0.0,0,0.0,0.46725045874651755
4,38,3150,3174,23,23,23,1.0,23,1.0,1.0
4,75,3150,3174,25,25,25,1.0,25,1.0,1.0
4,113,3150,3174,25,25,0,0.0,0,0.0,0.11564540902554056
4,14,3175,3199,25,25,15,0.6,15,0.6,0.5087453074258963
4,38,3175,3199,25,25,25,1.0,25,1.0,1.0
4,75,3175,3199,25,25,25,1.0,25,1.0,1.0
4,113,3175,3199,25,25,0,0.0,0,0.0,0.09859831397663217
4,14,3200,3224,25,25,25,1.0,25,1.0,0.527165154748528
4,38,3200,3224,25,25,25,1.0,25,1.0,1.0
4,75,3200,3224,25,25,25,1.0,25,1.0,1.0
4,113,3200,3224,25,25,0,0.0,0,0.0,0.09147247945665127
4,14,3225,3249,25,25,21,0.84,21,0.84,0.5138831594622499
4,38,3225,3249,20,20,20,1.0,20,1.0,1.0
4,75,3225,3249,23,21,23,1.0,21,1.0,1.0
4,113,3225,3249,25,25,0,0.0,0,0.0,0.07400353706365177
4,14,3250,3274,25,25,14,0.56,14,0.56,0.5057822086642677
4,38,3250,3274,21,21,21,1.0,21,1.0,1.0
4,75,3250,3274,25,0,25,1.0,0,,
4,113,3250,3274,21,21,0,0.0,0,0.0,0.13659413934311834
4,14,3275,3299,25,13,24,0.96,12,0.9230769230769231,0.5058737248790623
4,38,3275,3299,24,13,15,0.625,13,1.0,1.0
4,75,3275,3299,21,0,9,0.42857142857142855,0,,
4,113,3275,3299,25,25,0,0.0,0,0.0,0.16366165638321306
4,14,3300,3324,24,19,5,0.20833333333333334,0,0.0,0.10550457489760093
4,38,3300,3324,19,19,0,0.0,0,0.0,0.08690824944182586
4,75,3300,3324,22,13,0,0.0,0,0.0,0.09320441842260381
4,113,3300,3324,24,24,0,0.0,0,0.0,0.16116206346406778
4,14,3325,3349,25,25,0,0.0,0,0.0,0.10893407935817034
4,38,3325,3349,22,10,4,0.18181818181818182,4,0.4,0.45008938125284725
4,75,3325,3349,24,24,0,0.0,0,0.0,0.06088940729778471
4,113,3325,3349,24,24,0,0.0,0,0.0,0.15375661410295255
4,14,3350,3374,25,25,0,0.0,0,0.0,0.10702704865529988
4,38,3350,3374,25,0,0,0.0,0,,
4,75,3350,3374,25,25,0,0.0,0,0.0,0.08384704650213637
4,113,3350,3374,25,25,0,0.0,0,0.0,0.16532887857695466
4,14,3375,3399,25,25,0,0.0,0,0.0,0.09008522502031256
4,38,3375,3399,25,0,0,0.0,0,,
4,75,3375,3399,24,24,0,0.0,0,0.0,0.1252600357002469
4,113,3375,3399,25,25,0,0.0,0,0.0,0.15479665462223657
4,14,3400,3424,25,23,1,0.04,0,0.0,0.13634363229833268
4,38,3400,3424,21,9,0,0.0,0,0.0,0.18483774762542315
4,75,3400,3424,24,24,0,0.0,0,0.0,0.18608886898309804
4,113,3400,3424,25,22,3,0.12,0,0.0,0.17270727345903494
4,14,3425,3449,23,23,0,0.0,0,0.0,0.14869637536475397
4,38,3425,3449,25,25,0,0.0,0,0.0,0.18530294296433086
4,75,3425,3449,25,25,0,0.0,0,0.0,0.1520734503954498
4,113,3425,3449,23,23,0,0.0,0,0.0,0.21227059056470418
4,14,3450,3474,23,23,0,0.0,0,0.0,0.16790101676396377
4,38,3450,3474,24,24,0,0.0,0,0.0,0.21554638946158575
4,75,3450,3474,21,21,0,0.0,0,0.0,0.11496426164640917
4,113,3450,3474,24,24,0,0.0,0,0.0,0.2785690675708532
4,14,3475,3499,22,22,0,0.0,0,0.0,0.15480000652814396
4,38,3475,3499,24,24,0,0.0,0,0.0,0.23417206410341385
4,75,3475,3499,19,19,0,0.0,0,0.0,0.0484137072769125
4,113,3475,3499,21,21,0,0.0,0,0.0,0.2513058116424635
4,14,3500,3524,23,23,0,0.0,0,0.0,0.12364373689928254
4,38,3500,3524,17,17,0,0.0,0,0.0,0.23674141966871592
4,75,3500,3524,22,22,0,0.0,0,0.0,0.07955385659967931
4,113,3500,3524,25,25,0,0.0,0,0.0,0.17609048509312816
4,14,3525,3549,25,25,0,0.0,0,0.0,0.10037829792405643
4,38,3525,3549,24,24,0,0.0,0,0.0,0.21981095844451767
4,75,3525,3549,25,25,0,0.0,0,0.0,0.09032082695191936
4,113,3525,3549,25,25,0,0.0,0,0.0,0.1641043684090151
4,14,3550,3574,25,25,0,0.0,0,0.0,0.10158584330384278
4,38,3550,3574,25,25,0,0.0,0,0.0,0.2033190156951471
4,75,3550,3574,25,25,0,0.0,0,0.0,0.11629984163781149
4,113,3550,3574,25,25,0,0.0,0,0.0,0.14654749937170877
4,14,3575,3599,25,25,0,0.0,0,0.0,0.09384465693583255
4,38,3575,3599,15,15,0,0.0,0,0.0,0.19700898196735853
4,75,3575,3599,25,25,0,0.0,0,0.0,0.08230214517243573
4,113,3575,3599,23,23,0,0.0,0,0.0,0.08139874564907093
4,14,3600,3624,25,25,0,0.0,0,0.0,0.13665962115398395
4,38,3600,3624,25,25,0,0.0,0,0.0,0.17382296464964664
4,75,3600,3624,25,25,0,0.0,0,0.0,0.16713476597277424
4,113,3600,3624,24,24,0,0.0,0,0.0,0.200969213025014
4,14,3625,3649,25,25,0,0.0,0,0.0,0.11897196724645126
4,38,3625,3649,21,21,0,0.0,0,0.0,0.1960661243095473
4,75,3625,3649,24,24,0,0.0,0,0.0,0.1370901053382765
4,113,3625,3649,25,25,0,0.0,0,0.0,0.24217038638432997
4,14,3650,3674,25,25,0,0.0,0,0.0,0.1110249191253066
4,38,3650,3674,25,0,0,0.0,0,,
4,75,3650,3674,24,24,0,0.0,0,0.0,0.16890395955872797
4,113,3650,3674,25,25,0,0.0,0,0.0,0.26354502040864575
4,14,3675,3699,25,25,0,0.0,0,0.0,0.15112016510241025
4,38,3675,3699,25,0,0,0.0,0,,
4,75,3675,3699,25,25,0,0.0,0,0.0,0.1282951032619852
4,113,3675,3699,25,25,0,0.0,0,0.0,0.2540913085270289
4,14,3700,3724,25,25,0,0.0,0,0.0,0.16434522553729583
4,38,3700,3724,25,0,19,0.76,0,,
4,75,3700,3724,25,25,13,0.52,13,0.52,0.44181826816182945
4,113,3700,3724,25,25,0,0.0,0,0.0,0.15392197138250155
4,14,3725,3749,24,24,0,0.0,0,0.0,0.14836070368987495
4,38,3725,3749,18,18,18,1.0,18,1.0,1.0
4,75,3725,3749,23,23,4,0.17391304347826086,4,0.17391304347826086,0.20113024802465015
4,113,3725,3749,25,25,0,0.0,0,0.0,0.13683176676764006
5,14,3750,3774,25,25,0,0.0,0,0.0,0.1407937214939593
5,38,3750,3774,25,25,0,0.0,0,0.0,0.21016657783071926
5,75,3750,3774,25,25,0,0.0,0,0.0,0.09283405612191713
5,113,3750,3774,25,25,0,0.0,0,0.0,0.1865509558725129
5,14,3775,3799,24,24,0,0.0,0,0.0,0.15042013943469168
5,38,3775,3799,23,23,0,0.0,0,0.0,0.27553871701791693
5,75,3775,3799,21,21,0,0.0,0,0.0,0.12620519992950388
5,113,3775,3799,24,24,0,0.0,0,0.0,0.19034656030777442
5,14,3800,3813,14,14,0,0.0,0,0.0,0.1271420698602869
5,38,3800,3813,14,14,0,0.0,0,0.0,0.2652993217631108
5,75,3800,3813,14,14,0,0.0,0,0.0,0.1121700201063833
5,113,3800,3813,14,14,0,0.0,0,0.0,0.14880921794883004
