video_frame,gt_frame,gt_id,reason,detail
1441,1429,75,multiple_substantial_regions,
1442,1430,75,multiple_substantial_regions,
1443,1431,75,multiple_substantial_regions,
1444,1432,75,small_disconnected_regions,
1444,1432,113,small_disconnected_regions,
1491,1479,75,multiple_substantial_regions,
1492,1480,75,multiple_substantial_regions,
1493,1481,75,multiple_substantial_regions,
1494,1482,75,multiple_substantial_regions,
1495,1483,75,multiple_substantial_regions,
1496,1484,75,multiple_substantial_regions,
1497,1485,75,small_disconnected_regions,
1498,1486,38,small_disconnected_regions,
1504,1492,14,small_disconnected_regions,
1506,1494,38,small_disconnected_regions,
1508,1496,14,small_disconnected_regions,
1508,1496,38,small_disconnected_regions,
1509,1497,14,small_disconnected_regions,
1511,1499,38,small_disconnected_regions,
1513,1501,14,small_disconnected_regions,
1514,1502,38,small_disconnected_regions,
1518,1506,38,small_disconnected_regions,
1520,1508,38,small_disconnected_regions,
1527,1515,14,small_disconnected_regions,
1546,1534,38,small_disconnected_regions,
1550,1538,14,small_disconnected_regions,
1551,1539,14,small_disconnected_regions,
1552,1540,14,small_disconnected_regions,
1553,1541,14,small_disconnected_regions,
1553,1541,38,small_disconnected_regions,
1553,1541,75,small_disconnected_regions,
1554,1542,14,small_disconnected_regions,
1555,1543,14,small_disconnected_regions,
1555,1543,38,small_disconnected_regions,
1556,1544,14,small_disconnected_regions,
1556,1544,38,small_disconnected_regions,
1556,1544,75,small_disconnected_regions,
1557,1545,14,small_disconnected_regions,
1558,1546,75,small_disconnected_regions,
1559,1547,14,small_disconnected_regions,
1559,1547,113,small_disconnected_regions,
1560,1548,14,small_disconnected_regions,
1561,1549,38,small_disconnected_regions,
1562,1550,14,small_disconnected_regions,
1563,1551,38,small_disconnected_regions,
1565,1553,38,small_disconnected_regions,
1569,1557,113,small_disconnected_regions,
1570,1558,14,small_disconnected_regions,
1571,1559,14,small_disconnected_regions,
1572,1560,14,small_disconnected_regions,
1602,1590,113,small_disconnected_regions,
1603,1591,113,small_disconnected_regions,
1604,1592,113,small_disconnected_regions,
1605,1593,113,small_disconnected_regions,
1606,1594,113,small_disconnected_regions,
1607,1595,113,small_disconnected_regions,
1609,1597,113,small_disconnected_regions,
1616,1604,113,small_disconnected_regions,
1637,1625,14,small_disconnected_regions,
1637,1625,113,small_disconnected_regions,
1639,1627,113,small_disconnected_regions,
1640,1628,113,small_disconnected_regions,
1641,1629,113,small_disconnected_regions,
1652,1640,14,small_disconnected_regions,
1652,1640,113,small_disconnected_regions,
1653,1641,113,small_disconnected_regions,
1657,1645,113,small_disconnected_regions,
1685,1673,14,small_disconnected_regions,
1702,1690,14,small_disconnected_regions,
1705,1693,14,small_disconnected_regions,
1715,1703,113,small_disconnected_regions,
1717,1705,14,small_disconnected_regions,
1717,1705,113,small_disconnected_regions,
1721,1709,14,small_disconnected_regions,
1727,1715,14,small_disconnected_regions,
1728,1716,14,small_disconnected_regions,
1736,1724,113,small_disconnected_regions,
1737,1725,113,small_disconnected_regions,
1742,1730,14,small_disconnected_regions,
1745,1733,113,small_disconnected_regions,
1747,1735,113,small_disconnected_regions,
1748,1736,113,small_disconnected_regions,
1749,1737,113,small_disconnected_regions,
1750,1738,113,small_disconnected_regions,
1751,1739,38,small_disconnected_regions,
1751,1739,113,multiple_substantial_regions,
1752,1740,113,small_disconnected_regions,
1752,1740,113,centroid_jump,
1762,1750,14,small_disconnected_regions,
1765,1753,113,small_disconnected_regions,
1782,1770,113,small_disconnected_regions,
1796,1784,14,small_disconnected_regions,
1798,1786,113,small_disconnected_regions,
1801,1789,38,small_disconnected_regions,
1807,1795,113,small_disconnected_regions,
1808,1796,113,small_disconnected_regions,
1809,1797,113,small_disconnected_regions,
1810,1798,113,small_disconnected_regions,
1811,1799,113,small_disconnected_regions,
1813,1801,38,small_disconnected_regions,
1813,1801,113,small_disconnected_regions,
1814,1802,113,small_disconnected_regions,
1815,1803,113,small_disconnected_regions,
1816,1804,113,small_disconnected_regions,
