abs_frame,sam2_label,gt_id,block_id,direction,foreground_logit_score
637,4,113,0,later,0.9873440861701965
638,1,14,0,later,0.9783169031143188
638,2,38,0,later,0.9799202680587769
638,3,75,0,later,0.9820944666862488
638,4,113,0,later,0.986175537109375
639,1,14,0,later,0.9745537042617798
639,2,38,0,later,0.9822232723236084
639,3,75,0,later,0.9814894199371338
639,4,113,0,later,0.9887807369232178
640,1,14,0,later,0.9730642437934875
640,2,38,0,later,0.9673106074333191
640,3,75,0,later,0.9880503416061401
640,4,113,0,later,0.9881049394607544
641,1,14,0,later,0.97857666015625
641,2,38,0,later,0.9350801706314087
641,3,75,0,later,0.9871741533279419
641,4,113,0,later,0.9885680079460144
642,1,14,0,later,0.9824197888374329
642,2,38,0,later,0.976266086101532
642,3,75,0,later,0.9834545850753784
642,4,113,0,later,0.9909750819206238
643,1,14,0,later,0.9876739978790283
643,2,38,0,later,0.9735451340675354
